strategy,n,proxy_score,predicted_final,predicted_final_error,true_return,true_final,true_final_error,true_success,proxy_true_gap,hallucinated_rollout,mean_selected_action,retrieval_stale_rate,retrieval_precision,memory_gate,retrieval_disagreement,dropout_variance,diagnostic_risk,trial,seed,stale_fraction,regime
memory_bon,64,-3.177740334954952,3.032259665045048,2.967740334954952,-1.21,5.0,1.0,1.0,-1.9677403349549518,0.0,-0.625,0.38888888888888884,0.6111111111111112,0.86,0.5833333333333334,0.0147780174057251,1.1495584310909233,1,1927390237,0.45,reverse
oracle_memory_bon,1,-7.86302100001104,-1.6530210000110401,7.65302100001104,-7.21,-1.0,7.0,0.0,-0.6530210000110399,0.0,0.125,0.0,1.0,0.86,0.0,0.0010901680689919383,0.013082016827903262,1,1926761938,0.45,reverse
oracle_memory_bon,4,-0.6067457762900956,5.573254223709904,0.4267457762900957,-0.18,6.0,0.0,1.0,-0.42674577629009564,0.0,-0.75,0.0,1.0,0.86,0.0,0.0034042163842966295,0.040850596611559556,1,1926791857,0.45,reverse
oracle_memory_bon,16,-0.9153664995388135,5.294633500461186,0.7053664995388136,-1.21,5.0,1.0,1.0,0.2946335004611864,0.0,-0.625,0.0,1.0,0.86,0.0,0.003869996975044587,0.04643996370053505,1,1926911533,0.45,reverse
oracle_memory_bon,64,-0.29628017764018355,6.056280177640184,0.05628017764018356,-0.24,6.0,0.0,1.0,-0.05628017764018356,0.0,-0.75,0.0,1.0,0.86,0.0,0.005051471014322244,0.060617652171866925,1,1927390237,0.45,reverse
repaired_memory_bon,1,-8.140426042186652,-1.654437453295285,7.6544374532952855,-7.21,-1.0,7.0,0.0,-0.9304260421866521,0.0,0.125,0.05681818181818182,0.9431818181818181,0.6484454392951153,0.13839285714285715,0.009442991233390251,0.30665398765707397,1,1926761938,0.45,reverse
repaired_memory_bon,4,-0.7493883474233298,5.741839698898752,0.2581603011012481,-0.18,6.0,0.0,1.0,-0.5693883474233299,0.0,-0.75,0.09090909090909091,0.9090909090909092,0.6316479645864744,0.19999999999999998,0.00606427496062697,0.3458089403578685,1,1926791857,0.45,reverse
repaired_memory_bon,16,-1.5909934448592011,4.779066838305701,1.2209331616942993,-1.21,5.0,1.0,1.0,-0.38099344485920117,0.0,-0.625,0.045454545454545456,0.9545454545454546,0.7037045983580634,0.09999999999999999,0.003385015258397695,0.1778447590721132,1,1926911533,0.45,reverse
repaired_memory_bon,64,-0.8837436622978214,5.615743171970327,0.384256828029673,-0.24,6.0,0.0,1.0,-0.6437436622978214,0.0,-0.75,0.07954545454545454,0.9204545454545454,0.6563112756655158,0.175,0.004287375014066618,0.2883187047423872,1,1927390237,0.45,reverse
base_bon,1,-0.2675322084038807,5.972467791596119,0.02753220840388071,-0.24,6.0,0.0,1.0,-0.02753220840388071,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1665782307,0.45,reverse
base_bon,4,-1.2329435070032337,4.977056492996766,1.0229435070032338,-1.21,5.0,1.0,1.0,-0.022943507003233776,0.0,-0.625,0.0,,0.0,0.0,0.0,0.0,2,1665812226,0.45,reverse
base_bon,16,-0.2675322084038807,5.972467791596119,0.02753220840388071,-0.24,6.0,0.0,1.0,-0.02753220840388071,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1665931902,0.45,reverse
base_bon,64,-0.2075322084038807,5.972467791596119,0.02753220840388071,-0.18,6.0,0.0,1.0,-0.02753220840388071,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1666410606,0.45,reverse
memory_bon,1,-6.157876400285323,0.08212359971467692,5.917876400285323,-0.24,6.0,0.0,1.0,-5.917876400285323,0.0,-0.75,0.5694444444444444,0.4305555555555555,0.86,0.7777777777777778,0.032192519215425076,1.733532452807323,2,1665782307,0.45,reverse
memory_bon,4,-5.586234477692601,0.6237655223073986,5.376234477692601,-1.21,5.0,1.0,1.0,-4.376234477692601,0.0,-0.625,0.5416666666666667,0.4583333333333333,0.86,0.6944444444444444,0.0286491766337369,1.579901230715954,2,1665812226,0.45,reverse
memory_bon,16,-4.554454445965954,1.595545554034047,4.404454445965953,-1.15,5.0,1.0,1.0,-3.404454445965954,0.0,-0.625,0.4722222222222222,0.5277777777777778,0.86,0.5,0.031101707920340897,1.345442717266313,2,1665931902,0.45,reverse
memory_bon,64,-4.056766874347938,2.1532331256520623,3.8467668743479377,-1.21,5.0,1.0,1.0,-2.8467668743479377,0.0,-0.625,0.5138888888888888,0.4861111111111111,0.86,0.7222222222222222,0.05303852868031586,1.8725734552749014,2,1666410606,0.45,reverse
oracle_memory_bon,1,-1.2846635025421438,4.955336497457856,1.0446635025421438,-0.24,6.0,0.0,1.0,-1.0446635025421438,0.0,-0.75,0.0,1.0,0.86,0.0,0.0027772519196731936,0.033327023036078325,2,1665782307,0.45,reverse
oracle_memory_bon,4,-1.694453870830718,4.515546129169282,1.484453870830718,-1.21,5.0,1.0,1.0,-0.484453870830718,0.0,-0.625,0.0,1.0,0.86,0.0,0.0024998122627832337,0.029997747153398806,2,1665812226,0.45,reverse
oracle_memory_bon,16,-0.5212937400600877,5.718706259939912,0.28129374006008767,-2.24,8.0,2.0,0.0,1.7187062599399126,0.0,-1.0,0.0,1.0,0.86,0.0,0.005201659188837625,0.06241991026605151,2,1665931902,0.45,reverse
oracle_memory_bon,64,-0.8382009204972398,5.37179907950276,0.6282009204972399,-1.21,7.0,1.0,1.0,0.37179907950276014,0.0,-0.875,0.0,1.0,0.86,0.0,0.005400539047787619,0.06480646857345143,2,1666410606,0.45,reverse
repaired_memory_bon,1,-1.484054733049502,5.2700007556405986,0.7299992443594014,-0.24,6.0,0.0,1.0,-1.244054733049502,0.0,-0.75,0.13636363636363635,0.8636363636363636,0.550626066963982,0.3298611111111111,0.011030513171652984,0.5711727652112226,2,1665782307,0.45,reverse
repaired_memory_bon,4,-1.9478682566411623,4.637241066457761,1.3627589335422394,-1.21,5.0,1.0,1.0,-0.7378682566411623,0.0,-0.625,0.10227272727272728,0.8977272727272727,0.6011978893228468,0.2857142857142857,0.005118447617622206,0.416788136776581,2,1665812226,0.45,reverse
repaired_memory_bon,16,-0.9270304478829967,6.0385941951785975,0.03859419517859752,-1.21,7.0,1.0,1.0,0.28296955211700325,0.0,-0.875,0.19318181818181818,0.8068181818181819,0.4797199838606798,0.4409722222222222,0.013272132249266893,0.7538180585604436,2,1665931902,0.45,reverse
repaired_memory_bon,64,-0.9270304478829967,6.0385941951785975,0.03859419517859752,-1.21,7.0,1.0,1.0,0.28296955211700325,0.0,-0.875,0.19318181818181818,0.8068181818181819,0.4797199838606798,0.4409722222222222,0.013272132249266893,0.7538180585604436,2,1666410606,0.45,reverse
base_bon,1,-1.2145905265480215,7.0045905265480215,1.0045905265480215,-1.21,7.0,1.0,1.0,-0.004590526548021501,0.0,-0.875,0.0,,0.0,0.0,0.0,0.0,3,483638730,0.45,reverse
base_bon,4,-2.1773768419725585,4.002623158027442,1.9973768419725584,-2.18,4.0,2.0,0.0,0.002623158027441619,0.0,-0.5,0.0,,0.0,0.0,0.0,0.0,3,483668649,0.45,reverse
base_bon,16,-0.24393473704116153,6.0039347370411615,0.00393473704116154,-0.24,6.0,0.0,1.0,-0.00393473704116154,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,3,483788325,0.45,reverse
base_bon,64,-0.18393473704116153,6.0039347370411615,0.00393473704116154,-0.18,6.0,0.0,1.0,-0.00393473704116154,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,3,484267029,0.45,reverse
memory_bon,1,-6.884915149608725,-0.6749151496087251,6.674915149608725,-1.21,7.0,1.0,1.0,-5.674915149608725,0.0,-0.875,0.5277777777777778,0.4722222222222222,0.86,0.5277777777777778,0.060004152831840976,1.6005042527507918,3,483638730,0.45,reverse
memory_bon,4,-5.053213607974247,1.1267863920257524,4.873213607974248,-2.18,4.0,2.0,0.0,-2.873213607974247,0.0,-0.5,0.4583333333333333,0.5416666666666667,0.86,0.4722222222222222,0.023015353313139697,1.206739795313232,3,483668649,0.45,reverse
memory_bon,16,-5.279346111646187,0.9006538883538125,5.099346111646187,-4.18,2.0,4.0,0.0,-1.0993461116461871,0.0,-0.25,0.375,0.625,0.86,0.5,0.013316922072399392,1.0348030648687927,3,483788325,0.45,reverse
memory_bon,64,-4.2445937516332926,1.9354062483667076,4.064593751633293,-2.18,4.0,2.0,0.0,-2.0645937516332924,0.0,-0.5,0.4444444444444444,0.5555555555555556,0.86,0.4722222222222222,0.023239417354578868,1.1955396749216132,3,484267029,0.45,reverse
oracle_memory_bon,1,-0.3231375117096231,5.886862488290377,0.11313751170962316,-1.21,7.0,1.0,1.0,0.8868624882903768,0.0,-0.875,0.0,1.0,0.86,0.0,0.0059868904210200425,0.0718426850522405,3,483638730,0.45,reverse
oracle_memory_bon,4,-2.1108422430861915,4.069157756913809,1.9308422430861913,-2.18,4.0,2.0,0.0,0.06915775691380865,0.0,-0.5,0.0,1.0,0.86,0.0,0.007109929164722727,0.08531914997667273,3,483668649,0.45,reverse
oracle_memory_bon,16,-0.2730066368868469,5.936993363113153,0.06300663688684693,-1.21,7.0,1.0,1.0,0.9369933631131531,0.0,-0.875,0.0,1.0,0.86,0.0,0.004991201031676385,0.05989441238011661,3,483788325,0.45,reverse
oracle_memory_bon,64,-0.2730066368868469,5.936993363113153,0.06300663688684693,-1.21,7.0,1.0,1.0,0.9369933631131531,0.0,-0.875,0.0,1.0,0.86,0.0,0.004991201031676385,0.05989441238011661,3,484267029,0.45,reverse
repaired_memory_bon,1,-0.9085031218359896,6.000490577558114,0.0004905775581143246,-1.21,7.0,1.0,1.0,0.3014968781640104,0.0,-0.875,0.23863636363636362,0.7613636363636364,0.4472806872275461,0.48055555555555557,0.009175779127392692,0.7755694936420836,3,483638730,0.45,reverse
repaired_memory_bon,4,-2.950524535580999,3.7137351918591763,2.2862648081408237,-2.18,4.0,2.0,0.0,-0.7705245355809986,0.0,-0.5,0.1477272727272727,0.8522727272727273,0.5491695299201833,0.28888888888888886,0.010341681109970594,0.5380663638224165,3,483668649,0.45,reverse
repaired_memory_bon,16,-1.1199664020132725,6.2178691500028656,0.21786915000286555,-1.21,7.0,1.0,1.0,0.0900335979867275,0.0,-0.875,0.19318181818181818,0.8068181818181819,0.494161206861537,0.35277777777777775,0.019711001241807198,0.7689969466782299,3,483788325,0.45,reverse
repaired_memory_bon,64,-0.9085031218359896,6.000490577558114,0.0004905775581143246,-1.21,7.0,1.0,1.0,0.3014968781640104,0.0,-0.875,0.23863636363636362,0.7613636363636364,0.4472806872275461,0.48055555555555557,0.009175779127392692,0.7755694936420836,3,484267029,0.45,reverse
base_bon,1,-7.207170452358551,-0.9971704523585511,6.997170452358551,-7.21,-1.0,7.0,0.0,0.0028295476414488263,0.0,0.125,0.0,,0.0,0.0,0.0,0.0,4,644612161,0.45,reverse
base_bon,4,-0.25697728584869384,5.983022714151306,0.016977285848693846,-0.24,6.0,0.0,1.0,-0.016977285848693846,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,644642080,0.45,reverse
base_bon,16,-0.25697728584869384,5.983022714151306,0.016977285848693846,-0.24,6.0,0.0,1.0,-0.016977285848693846,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,644761756,0.45,reverse
base_bon,64,-0.19697728584869384,5.983022714151306,0.016977285848693846,-0.18,6.0,0.0,1.0,-0.016977285848693846,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,645240460,0.45,reverse
memory_bon,1,-4.756271459937006,1.453728540062994,4.546271459937006,-7.21,-1.0,7.0,0.0,2.4537285400629942,0.0,0.125,0.38888888888888884,0.6111111111111112,0.86,0.7222222222222222,0.041906734507571264,1.613991925201966,4,644612161,0.45,reverse
memory_bon,4,-3.105165244821089,3.1348347551789106,2.8651652448210894,-0.24,6.0,0.0,1.0,-2.865165244821089,0.0,-0.75,0.38888888888888884,0.6111111111111112,0.86,0.6944444444444444,0.06820785594530687,1.9013463094466052,4,644642080,0.45,reverse
memory_bon,16,-3.105165244821089,3.1348347551789106,2.8651652448210894,-0.24,6.0,0.0,1.0,-2.865165244821089,0.0,-0.75,0.38888888888888884,0.6111111111111112,0.86,0.6944444444444444,0.06820785594530687,1.9013463094466052,4,644761756,0.45,reverse
memory_bon,64,-3.1068479531323354,3.1031520468676645,2.8968479531323355,-3.21,3.0,3.0,0.0,0.10315204686766455,0.0,-0.375,0.41666666666666663,0.5833333333333333,0.86,0.6825396825396826,0.04696922129951038,1.662837004800474,4,645240460,0.45,reverse
oracle_memory_bon,1,-7.110875712296056,-0.9008757122960563,6.900875712296056,-7.21,-1.0,7.0,0.0,0.09912428770394399,0.0,0.125,0.0,1.0,0.86,0.0,0.00039327111348476916,0.00471925336181723,4,644612161,0.45,reverse
oracle_memory_bon,4,-0.9121710645758687,5.327828935424131,0.6721710645758687,-0.24,6.0,0.0,1.0,-0.6721710645758687,0.0,-0.75,0.0,1.0,0.86,0.0,0.0017565102604738467,0.021078123125686153,4,644642080,0.45,reverse
oracle_memory_bon,16,-0.2930105304924284,5.9169894695075715,0.08301053049242846,-1.21,7.0,1.0,1.0,0.9169894695075715,0.0,-0.875,0.0,1.0,0.86,0.0,0.003669879692329166,0.044038556307949984,4,644761756,0.45,reverse
oracle_memory_bon,64,-0.2930105304924284,5.9169894695075715,0.08301053049242846,-1.21,7.0,1.0,1.0,0.9169894695075715,0.0,-0.875,0.0,1.0,0.86,0.0,0.003669879692329166,0.044038556307949984,4,645240460,0.45,reverse
repaired_memory_bon,1,-7.120824390841197,-0.9062560216271839,6.9062560216271836,-7.21,-1.0,7.0,0.0,0.0891756091588034,0.0,0.125,0.0,1.0,0.7778224106746539,0.0,0.0003625689852391367,0.005075965793347915,4,644612161,0.45,reverse
repaired_memory_bon,4,-1.0962683755203808,5.7581359639801315,0.2418640360198685,-0.24,6.0,0.0,1.0,-0.8562683755203808,0.0,-0.75,0.26136363636363635,0.7386363636363636,0.4871339315047558,0.3704545454545455,0.00760153488099304,0.6826714883339025,4,644642080,0.45,reverse
repaired_memory_bon,16,-1.0962683755203808,5.7581359639801315,0.2418640360198685,-0.24,6.0,0.0,1.0,-0.8562683755203808,0.0,-0.75,0.26136363636363635,0.7386363636363636,0.4871339315047558,0.3704545454545455,0.00760153488099304,0.6826714883339025,4,644761756,0.45,reverse
repaired_memory_bon,64,-0.9322315601642721,5.753650497526435,0.24634950247356535,-0.18,6.0,0.0,1.0,-0.7522315601642722,0.0,-0.75,0.22727272727272727,0.7727272727272727,0.5388628858340965,0.29545454545454547,0.00597729173591467,0.5620911752118963,4,645240460,0.45,reverse
base_bon,1,-5.154383208921762,0.9956167910782384,5.0043832089217615,-5.15,1.0,5.0,0.0,-0.004383208921761472,0.0,-0.125,0.0,,0.0,0.0,0.0,0.0,5,1875951711,0.45,reverse
base_bon,4,-1.1793175375476688,6.969317537547669,0.9693175375476688,-1.21,7.0,1.0,1.0,0.030682462452331194,0.0,-0.875,0.0,,0.0,0.0,0.0,0.0,5,1875981630,0.45,reverse
base_bon,16,-0.2662992535305697,5.97370074646943,0.02629925353056972,-0.24,6.0,0.0,1.0,-0.02629925353056972,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,5,1876101306,0.45,reverse
base_bon,64,-0.20629925353056972,5.97370074646943,0.02629925353056972,-0.18,6.0,0.0,1.0,-0.02629925353056972,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,5,1876580010,0.45,reverse
memory_bon,1,-5.061551250930014,1.0884487490699857,4.911551250930014,-5.15,1.0,5.0,0.0,0.08844874906998612,0.0,-0.125,0.4444444444444444,0.5555555555555556,0.86,0.5,0.0146163964198466,1.1198412014826036,5,1875951711,0.45,reverse
memory_bon,4,-2.8211265920597017,3.3888734079402982,2.6111265920597018,-1.21,7.0,1.0,1.0,-1.6111265920597018,0.0,-0.875,0.4305555555555556,0.5694444444444444,0.86,0.6666666666666667,0.05694978194956894,1.7806196056170496,5,1875981630,0.45,reverse
memory_bon,16,-3.344745107601806,2.895254892398194,3.104745107601806,-0.24,6.0,0.0,1.0,-3.104745107601806,0.0,-0.75,0.5,0.5,0.86,0.7762896825396826,0.03460706972968305,1.691574519295879,5,1876101306,0.45,reverse
memory_bon,64,-2.3763170802644047,3.8036829197355955,2.1963170802644045,-2.18,4.0,2.0,0.0,-0.19631708026440453,0.0,-0.5,0.4027777777777778,0.5972222222222223,0.86,0.6611111111111111,0.04613075380734688,1.566574645717721,5,1876580010,0.45,reverse
oracle_memory_bon,1,-5.133500671414874,1.0164993285851263,4.983500671414873,-5.15,1.0,5.0,0.0,0.016499328585126705,0.0,-0.125,0.0,1.0,0.86,0.0,9.790337986114268e-06,0.00011748405583337121,5,1875951711,0.45,reverse
oracle_memory_bon,4,-0.2435782223891181,5.966421777610882,0.03357822238911812,-1.21,7.0,1.0,1.0,0.9664217776108819,0.0,-0.875,0.0,1.0,0.86,0.0,0.006317126731498982,0.07580552077798779,5,1875981630,0.45,reverse
oracle_memory_bon,16,-0.7122834092934773,6.472283409293477,0.47228340929347734,-2.24,8.0,2.0,0.0,1.5277165907065229,0.0,-1.0,0.0,1.0,0.86,0.0,0.007508998352451315,0.09010798022941578,5,1876101306,0.45,reverse
oracle_memory_bon,64,-0.2435782223891181,5.966421777610882,0.03357822238911812,-1.21,7.0,1.0,1.0,0.9664217776108819,0.0,-0.875,0.0,1.0,0.86,0.0,0.006317126731498982,0.07580552077798779,5,1876580010,0.45,reverse
repaired_memory_bon,1,-5.115734705265058,1.0345482940628097,4.96545170593719,-5.15,1.0,5.0,0.0,0.034265294734942664,0.0,-0.125,0.0,1.0,0.7798651036537165,0.0,2.2460264116460993e-05,0.0003144436976304539,5,1875951711,0.45,reverse
repaired_memory_bon,4,-0.7745413302051276,6.137980328684409,0.13798032868440924,-1.21,7.0,1.0,1.0,0.43545866979487236,0.0,-0.875,0.10227272727272727,0.8977272727272727,0.5766725892751243,0.3125,0.007575638648830463,0.4739566683563537,5,1875981630,0.45,reverse
repaired_memory_bon,16,-1.2367937492673537,5.32859581913068,0.6714041808693203,-0.24,6.0,0.0,1.0,-0.9967937492673538,0.0,-0.75,0.07954545454545454,0.9204545454545454,0.6248976390636041,0.24107142857142858,0.0055062711468239255,0.3615439648867038,5,1876101306,0.45,reverse
repaired_memory_bon,64,-0.7745413302051276,6.137980328684409,0.13798032868440924,-1.21,7.0,1.0,1.0,0.43545866979487236,0.0,-0.875,0.10227272727272727,0.8977272727272727,0.5766725892751243,0.3125,0.007575638648830463,0.4739566683563537,5,1876580010,0.45,reverse
base_bon,1,-2.1865549114357594,3.9934450885642407,2.0065549114357593,-2.18,4.0,2.0,0.0,-0.006554911435759259,0.0,-0.5,0.0,,0.0,0.0,0.0,0.0,6,11317127,0.45,reverse
base_bon,4,-4.18327745571788,1.9967225442821204,4.00327745571788,-4.18,2.0,4.0,0.0,-0.0032774557178800734,0.0,-0.25,0.0,,0.0,0.0,0.0,0.0,6,11347046,0.45,reverse
base_bon,16,-0.18983236715363933,5.990167632846361,0.009832367153639332,-0.18,6.0,0.0,1.0,-0.009832367153639332,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,6,11466722,0.45,reverse
base_bon,64,-0.18983236715363933,5.990167632846361,0.009832367153639332,-0.18,6.0,0.0,1.0,-0.009832367153639332,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,6,11945426,0.45,reverse
memory_bon,1,-4.19615419696024,1.9838458030397597,4.01615419696024,-2.18,4.0,2.0,0.0,-2.01615419696024,0.0,-0.5,0.375,0.625,0.86,0.5277777777777778,0.03353025156426544,1.305140796548963,6,11317127,0.45,reverse
memory_bon,4,-3.858718348387098,2.3212816516129022,3.6787183483870978,-4.18,2.0,4.0,0.0,0.3212816516129018,0.0,-0.25,0.3194444444444444,0.6805555555555556,0.86,0.4722222222222222,0.02356787251528468,1.0744811368500828,6,11347046,0.45,reverse
memory_bon,16,-3.1841203424184656,2.9958796575815345,3.0041203424184655,-0.18,6.0,0.0,1.0,-3.0041203424184655,0.0,-0.75,0.36111111111111105,0.6388888888888888,0.86,0.46825396825396826,0.01388925656885723,0.9960361581913661,6,11466722,0.45,reverse
memory_bon,64,-3.418852715108714,2.791147284891286,3.208852715108714,-1.21,5.0,1.0,1.0,-2.208852715108714,0.0,-0.625,0.375,0.625,0.86,0.6388888888888888,0.04716998018296355,1.5799286510844515,6,11945426,0.45,reverse
oracle_memory_bon,1,-2.5126186113304216,3.6673813886695785,2.3326186113304215,-2.18,4.0,2.0,0.0,-0.3326186113304215,0.0,-0.5,0.0,1.0,0.86,0.0,0.007125301149869387,0.08550361379843265,6,11317127,0.45,reverse
oracle_memory_bon,4,-4.182510915293944,1.997489084706055,4.002510915293945,-4.18,2.0,4.0,0.0,-0.002510915293944649,0.0,-0.25,0.0,1.0,0.86,0.0,0.00022945836655979522,0.0027535003987175424,6,11347046,0.45,reverse
oracle_memory_bon,16,-0.3106133952073593,6.100613395207359,0.10061339520735935,-1.21,7.0,1.0,1.0,0.8993866047926407,0.0,-0.875,0.0,1.0,0.86,0.0,0.0060681271298393315,0.07281752555807199,6,11466722,0.45,reverse
oracle_memory_bon,64,-0.2364865656449169,6.026486565644917,0.026486565644916915,-1.21,7.0,1.0,1.0,0.9735134343550831,0.0,-0.875,0.0,1.0,0.86,0.0,0.00617510971611856,0.07410131659342271,6,11945426,0.45,reverse
repaired_memory_bon,1,-3.061636539640155,3.6155748784791273,2.3844251215208727,-2.18,4.0,2.0,0.0,-0.8816365396401546,0.0,-0.5,0.045454545454545456,0.9545454545454546,0.5752662031964757,0.125,0.03569796477513053,0.5524571312436465,6,11317127,0.45,reverse
