stale_fraction,strategy,n,metric,mean,ci_low,ci_high
0.45,base_bon,1,true_return,-5.304444444444446,-6.954611111111111,-3.644361111111111
0.45,base_bon,1,proxy_score,-5.308870247904314,-7.087373566024564,-3.5449371443518776
0.45,base_bon,1,proxy_true_gap,-0.004425803459869311,-0.009147805708697722,5.118118616468828e-05
0.45,base_bon,1,hallucinated_rollout,0.0,0.0,0.0
0.45,base_bon,1,retrieval_stale_rate,0.0,0.0,0.0
0.45,base_bon,1,diagnostic_risk,0.0,0.0,0.0
0.45,base_bon,4,true_return,-1.52,-2.503333333333333,-0.7049166666666672
0.45,base_bon,4,proxy_score,-1.524624775870422,-2.5588275952507527,-0.754320520648331
0.45,base_bon,4,proxy_true_gap,-0.004624775870422,-0.010570247080738285,0.0025195901694490715
0.45,base_bon,4,hallucinated_rollout,0.0,0.0,0.0
0.45,base_bon,4,retrieval_stale_rate,0.0,0.0,0.0
0.45,base_bon,4,diagnostic_risk,0.0,0.0,0.0
0.45,base_bon,16,true_return,-0.31444444444444447,-0.4794444444444444,-0.2
0.45,base_bon,16,proxy_score,-0.3255000519729847,-0.4839074763527497,-0.2130634173021938
0.45,base_bon,16,proxy_true_gap,-0.011055607528540245,-0.015788775617112207,-0.006157164372323713
0.45,base_bon,16,hallucinated_rollout,0.0,0.0,0.0
0.45,base_bon,16,retrieval_stale_rate,0.0,0.0,0.0
0.45,base_bon,16,diagnostic_risk,0.0,0.0,0.0
0.45,base_bon,64,true_return,-0.18666666666666665,-0.19666666666666666,-0.18000000000000002
0.45,base_bon,64,proxy_score,-0.19971099898306885,-0.20920940771669544,-0.19207861077954225
0.45,base_bon,64,proxy_true_gap,-0.013044332316402183,-0.01693452381038888,-0.009518812901720408
0.45,base_bon,64,hallucinated_rollout,0.0,0.0,0.0
0.45,base_bon,64,retrieval_stale_rate,0.0,0.0,0.0
0.45,base_bon,64,diagnostic_risk,0.0,0.0,0.0
0.45,memory_bon,1,true_return,-5.304444444444446,-7.083319444444445,-3.479361111111112
0.45,memory_bon,1,proxy_score,-6.087199263796733,-6.636381265018289,-5.55076419345391
0.45,memory_bon,1,proxy_true_gap,-0.782754819352289,-2.575415910272437,0.9550667430246247
0.45,memory_bon,1,hallucinated_rollout,0.0,0.0,0.0
0.45,memory_bon,1,retrieval_precision,0.5462962962962963,0.5123456790123457,0.5825617283950617
0.45,memory_bon,1,retrieval_stale_rate,0.4537037037037038,0.41820987654320985,0.4876543209876544
0.45,memory_bon,1,diagnostic_risk,1.3792686020703853,1.2896329291584412,1.4695401461713844
0.45,memory_bon,4,true_return,-2.6344444444444446,-4.173416666666666,-1.4155555555555557
0.45,memory_bon,4,proxy_score,-4.624770861402649,-5.170367546894795,-4.056763259960096
0.45,memory_bon,4,proxy_true_gap,-1.990326416958204,-3.2149974993235837,-0.5429306730272601
0.45,memory_bon,4,hallucinated_rollout,0.0,0.0,0.0
0.45,memory_bon,4,retrieval_precision,0.5347222222222222,0.4976658950617283,0.5733217592592592
0.45,memory_bon,4,retrieval_stale_rate,0.4652777777777778,0.42746913580246915,0.5046296296296297
0.45,memory_bon,4,diagnostic_risk,1.4030252213831316,1.2866917787904104,1.5306372668385189
0.45,memory_bon,16,true_return,-1.8666666666666667,-3.2573888888888893,-0.87
0.45,memory_bon,16,proxy_score,-3.791858618558188,-4.241274397397765,-3.291900174282334
0.45,memory_bon,16,proxy_true_gap,-1.925191951891521,-3.060414913546585,-0.5016251080983747
0.45,memory_bon,16,hallucinated_rollout,0.0,0.0,0.0
0.45,memory_bon,16,retrieval_precision,0.566358024691358,0.5324074074074073,0.599537037037037
0.45,memory_bon,16,retrieval_stale_rate,0.4336419753086419,0.3996913580246913,0.46682098765432095
0.45,memory_bon,16,diagnostic_risk,1.3970194400901557,1.2663029469405223,1.5322353924005212
0.45,memory_bon,64,true_return,-2.1527777777777777,-3.4828611111111116,-1.3177777777777777
0.45,memory_bon,64,proxy_score,-3.6287502457443535,-4.034564515450443,-3.2295190256209736
0.45,memory_bon,64,proxy_true_gap,-1.4759724679665756,-2.5401737030227087,-0.09700924930019107
0.45,memory_bon,64,hallucinated_rollout,0.0,0.0,0.0
0.45,memory_bon,64,retrieval_precision,0.5694444444444444,0.537037037037037,0.6026234567901234
0.45,memory_bon,64,retrieval_stale_rate,0.4305555555555555,0.39891975308641975,0.4637345679012345
0.45,memory_bon,64,diagnostic_risk,1.4650513878822506,1.356686220380681,1.5692878611635492
0.45,oracle_memory_bon,1,true_return,-5.304444444444446,-7.075555555555555,-3.5331666666666677
0.45,oracle_memory_bon,1,proxy_score,-5.2815307235486415,-7.0236470592946745,-3.598520951295112
0.45,oracle_memory_bon,1,proxy_true_gap,0.022913720895803867,-0.20408797926865224,0.24229038415165244
0.45,oracle_memory_bon,1,hallucinated_rollout,0.0,0.0,0.0
0.45,oracle_memory_bon,1,retrieval_precision,1.0,1.0,1.0
0.45,oracle_memory_bon,1,retrieval_stale_rate,0.0,0.0,0.0
0.45,oracle_memory_bon,1,diagnostic_risk,0.02547932499097126,0.014619157197566972,0.03795405182249375
0.45,oracle_memory_bon,4,true_return,-1.6344444444444444,-2.573888888888889,-0.8566666666666666
0.45,oracle_memory_bon,4,proxy_score,-1.8076792530586863,-2.725528689128006,-1.0890892791650904
0.45,oracle_memory_bon,4,proxy_true_gap,-0.1732348086142418,-0.5485607404705678,0.2093850242061391
0.45,oracle_memory_bon,4,hallucinated_rollout,0.0,0.0,0.0
0.45,oracle_memory_bon,4,retrieval_precision,1.0,1.0,1.0
0.45,oracle_memory_bon,4,retrieval_stale_rate,0.0,0.0,0.0
0.45,oracle_memory_bon,4,diagnostic_risk,0.04176251298911189,0.029010470889164173,0.054826095626456746
0.45,oracle_memory_bon,16,true_return,-1.327777777777778,-1.5600000000000003,-1.0450000000000002
0.45,oracle_memory_bon,16,proxy_score,-0.7442891534895604,-0.9897054529566393,-0.5331968046988235
0.45,oracle_memory_bon,16,proxy_true_gap,0.5834886242882176,0.12986385877812567,0.9904541769307049
0.45,oracle_memory_bon,16,hallucinated_rollout,0.0,0.0,0.0
0.45,oracle_memory_bon,16,retrieval_precision,1.0,1.0,1.0
0.45,oracle_memory_bon,16,retrieval_stale_rate,0.0,0.0,0.0
0.45,oracle_memory_bon,16,diagnostic_risk,0.058757272868434934,0.05009552552404986,0.06735816617080174
0.45,oracle_memory_bon,64,true_return,-1.4994444444444446,-1.785555555555556,-1.1627777777777777
0.45,oracle_memory_bon,64,proxy_score,-0.5704942543885513,-0.7686603729938367,-0.4128515467085988
0.45,oracle_memory_bon,64,proxy_true_gap,0.9289501900558932,0.6371572404467452,1.2022910174837154
0.45,oracle_memory_bon,64,hallucinated_rollout,0.0,0.0,0.0
0.45,oracle_memory_bon,64,retrieval_precision,1.0,1.0,1.0
0.45,oracle_memory_bon,64,retrieval_stale_rate,0.0,0.0,0.0
0.45,oracle_memory_bon,64,diagnostic_risk,0.06427285976700906,0.05837403283907629,0.0695692853655903
0.45,repaired_memory_bon,1,true_return,-5.304444444444446,-7.078888888888889,-3.5872222222222225
0.45,repaired_memory_bon,1,proxy_score,-5.596394587350003,-7.295085005940611,-4.0206695636523815
0.45,repaired_memory_bon,1,proxy_true_gap,-0.2919501429055593,-0.5397637284806778,-0.038125715376061554
0.45,repaired_memory_bon,1,hallucinated_rollout,0.0,0.0,0.0
0.45,repaired_memory_bon,1,retrieval_precision,0.9198232323232324,0.8806818181818181,0.9583333333333334
0.45,repaired_memory_bon,1,retrieval_stale_rate,0.08017676767676765,0.043544823232323206,0.1237373737373737
0.45,repaired_memory_bon,1,diagnostic_risk,0.3133513441394846,0.18771929524184222,0.4484025804740096
0.45,repaired_memory_bon,4,true_return,-1.52,-2.4637916666666664,-0.7488888888888889
0.45,repaired_memory_bon,4,proxy_score,-2.051833339124694,-2.9358626786184248,-1.400331191470227
0.45,repaired_memory_bon,4,proxy_true_gap,-0.5318333391246943,-0.8459544492321908,-0.1838597642512279
0.45,repaired_memory_bon,4,hallucinated_rollout,0.0,0.0,0.0
