stale_fraction,strategy,n,proxy_score,predicted_final_error,true_return,true_final_error,true_success,proxy_true_gap,hallucinated_rollout,mean_selected_action,retrieval_stale_rate,retrieval_precision,memory_gate,retrieval_disagreement,dropout_variance,diagnostic_risk
0.45,base_bon,1,-5.308870247904314,5.11553691457098,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.004425803459869327,0.0,-0.125,0.0,,0.0,0.0,0.0,0.0
0.45,base_bon,4,-1.524624775870422,1.3379581092037554,-1.52,1.3333333333333333,0.7222222222222222,-0.004624775870422044,0.0,-0.625,0.0,,0.0,0.0,0.0,0.0
0.45,base_bon,16,-0.3255000519729847,0.1221667186396514,-0.31444444444444447,0.1111111111111111,1.0,-0.011055607528540278,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0
0.45,base_bon,64,-0.19971099898306888,0.01304433231640223,-0.18666666666666665,0.0,1.0,-0.01304433231640223,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0
0.45,memory_bon,1,-6.087199263796734,5.8938659304634005,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.7827548193522891,0.0,-0.125,0.45370370370370366,0.5462962962962963,0.86,0.5810185185185186,0.02976684879120998,1.3792686020703853
0.45,memory_bon,4,-4.624770861402649,4.434770861402648,-2.6344444444444446,2.4444444444444446,0.5,-1.990326416958204,0.0,-0.4722222222222222,0.4652777777777778,0.5347222222222222,0.86,0.586304012345679,0.029289180823632202,1.4030252213831313
0.45,memory_bon,16,-3.791858618558188,3.5918586185581876,-1.8666666666666667,1.6666666666666667,0.7777777777777778,-1.925191951891521,0.0,-0.5833333333333334,0.43364197530864196,0.566358024691358,0.86,0.5704916225749559,0.03393428433535021,1.3970194400901557
0.45,memory_bon,64,-3.6287502457443535,3.42041691241102,-2.1527777777777777,1.9444444444444444,0.5555555555555556,-1.4759724679665756,0.0,-0.5486111111111112,0.4305555555555556,0.5694444444444444,0.86,0.6265101410934745,0.03423437838452455,1.4650513878822506
0.45,oracle_memory_bon,1,-5.281530723548641,5.088197390215307,-5.304444444444445,5.111111111111111,0.2777777777777778,0.022913720895803878,0.0,-0.125,0.0,1.0,0.86,0.0,0.0021232770825809423,0.025479324990971306
0.45,oracle_memory_bon,4,-1.8076792530586863,1.6176792530586863,-1.6344444444444446,1.4444444444444444,0.6666666666666666,-0.1732348086142418,0.0,-0.6388888888888888,0.0,1.0,0.86,0.0,0.0034802094157593286,0.04176251298911195
0.45,oracle_memory_bon,16,-0.7442891534895603,0.5276224868228936,-1.3277777777777777,1.1111111111111112,0.7777777777777778,0.5834886242882176,0.0,-0.875,0.0,1.0,0.86,0.0,0.004896439405702915,0.05875727286843497
0.45,oracle_memory_bon,64,-0.5704942543885513,0.34882758772188466,-1.4994444444444446,1.2777777777777777,0.6111111111111112,0.9289501900558932,0.0,-0.9097222222222222,0.0,1.0,0.86,0.0,0.005356071647250759,0.0642728597670091
0.45,repaired_memory_bon,1,-5.596394587350003,5.121045044291134,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.2919501429055593,0.0,-0.125,0.08017676767676768,0.9198232323232324,0.650183425149075,0.16436137165303832,0.007069175837698989,0.3133513441394846
0.45,repaired_memory_bon,4,-2.0518333391246943,1.5197740490794245,-1.52,1.3333333333333333,0.7222222222222222,-0.5318333391246944,0.0,-0.625,0.11553030303030304,0.884469696969697,0.6188617076326886,0.21195185986852652,0.006371656091847701,0.3837695815317812
0.45,repaired_memory_bon,16,-1.1570898870544253,0.4861722147376444,-0.7688888888888888,0.5555555555555556,1.0,-0.3882009981655365,0.0,-0.8055555555555556,0.15593434343434343,0.8440656565656566,0.5696768022216561,0.27718404280904285,0.008349018820922281,0.5084270433149417
0.45,repaired_memory_bon,64,-0.8913808470758054,0.21259585495910974,-1.1022222222222222,0.8888888888888888,0.8888888888888888,0.21084137514641677,0.0,-0.8611111111111112,0.16856060606060608,0.831439393939394,0.560249404038037,0.2948593073593073,0.006998392317376728,0.5171685097592915
0.65,base_bon,1,-6.083343246501965,5.890009913168631,-6.082222222222223,5.888888888888889,0.2222222222222222,-0.0011210242797431065,0.0,-0.027777777777777776,0.0,,0.0,0.0,0.0,0.0
0.65,base_bon,4,-1.662157509983641,1.4488241766503078,-1.6577777777777778,1.4444444444444444,0.6111111111111112,-0.004379732205863234,0.0,-0.6805555555555556,0.0,,0.0,0.0,0.0,0.0
0.65,base_bon,16,-0.5328054333031607,0.34280543330316066,-0.5233333333333333,0.3333333333333333,0.9444444444444444,-0.009472099969827329,0.0,-0.7222222222222222,0.0,,0.0,0.0,0.0,0.0
0.65,base_bon,64,-0.20039143585878313,0.013724769192116466,-0.18666666666666665,0.0,1.0,-0.013724769192116466,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0
0.65,memory_bon,1,-6.239246747182711,6.0459134138493775,-6.082222222222223,5.888888888888889,0.2222222222222222,-0.15702452496048838,0.0,-0.027777777777777776,0.6358024691358025,0.36419753086419754,0.86,0.5833333333333334,0.022119823821328363,1.482517909106994
0.65,memory_bon,4,-5.03131387552476,4.817980542191426,-8.88,8.666666666666666,0.05555555555555555,3.84868612447524,0.0,0.2916666666666667,0.6520061728395061,0.3479938271604938,0.86,0.5972222222222222,0.027821609542670506,1.5788396255712922
0.65,memory_bon,16,-4.626286765153804,4.40795343182047,-9.385,9.166666666666666,0.0,4.758713234846197,0.0,0.3958333333333333,0.6566358024691358,0.34336419753086417,0.86,0.6111111111111112,0.03144808864698831,1.6349411871001676
0.65,memory_bon,64,-4.324230619593418,4.112563952926752,-10.711666666666666,10.5,0.0,6.387436047073248,0.0,0.5625,0.650462962962963,0.349537037037037,0.86,0.5824074074074075,0.027947940197496073,1.5659320456628842
0.65,oracle_memory_bon,1,-6.096199598174835,5.902866264841502,-6.082222222222223,5.888888888888889,0.2222222222222222,-0.013977375952612848,0.0,-0.027777777777777776,0.0,1.0,0.86,0.0,0.0033769612184363887,0.040523534621236666
0.65,oracle_memory_bon,4,-1.9376930118948126,1.7226930118948127,-1.715,1.5,0.5555555555555556,-0.22269301189481247,0.0,-0.7013888888888888,0.0,1.0,0.86,0.0,0.004808480853336853,0.05770177024004224
0.65,oracle_memory_bon,16,-1.0890332150206432,0.86569988168731,-1.667777777777778,1.4444444444444444,0.4444444444444444,0.5787445627571345,0.0,-0.9166666666666666,0.0,1.0,0.86,0.0,0.0057995736328512355,0.06959488359421481
0.65,oracle_memory_bon,64,-1.0278371434255242,0.8061704767588576,-1.6105555555555557,1.3888888888888888,0.4444444444444444,0.5827184121300315,0.0,-0.9236111111111112,0.0,1.0,0.86,0.0,0.005746144235685119,0.06895373082822143
0.65,repaired_memory_bon,1,-6.572828381240274,5.87983031808569,-6.082222222222223,5.888888888888889,0.2222222222222222,-0.4906061590180518,0.0,-0.027777777777777776,0.18308080808080807,0.8169191919191919,0.5516557182889994,0.2820090788840789,0.010248107487002568,0.5551830331347227
0.65,repaired_memory_bon,4,-2.3930288311378667,1.5109764073225906,-1.7183333333333333,1.5,0.5555555555555556,-0.6746954978045331,0.0,-0.7013888888888888,0.24494949494949494,0.7550505050505051,0.4784750023925106,0.3868566618566619,0.012076784633332178,0.7374656560910471
0.65,repaired_memory_bon,16,-1.331373303894885,0.377076160043745,-1.2705555555555557,1.0555555555555556,0.6666666666666666,-0.060817748339329354,0.0,-0.8819444444444444,0.29987373737373735,0.7001262626262625,0.4415175159020944,0.4377410012826679,0.010881493188073153,0.821441270945711
0.65,repaired_memory_bon,64,-1.189140397867801,0.3010384950337989,-1.2738888888888888,1.0555555555555556,0.8333333333333334,0.08474849102108784,0.0,-0.8819444444444444,0.27335858585858586,0.7266414141414141,0.46845146498776,0.39529671717171716,0.009960519081532553,0.7441872994451875
0.85,base_bon,1,-7.874150925162867,7.670817591829534,-7.87,7.666666666666667,0.2777777777777778,-0.004150925162867303,0.0,0.16666666666666666,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,4,-1.6471789597253437,1.440512293058677,-1.651111111111111,1.4444444444444444,0.7222222222222222,0.003932151385767401,0.0,-0.6388888888888888,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,16,-0.536677598416381,0.3433442650830476,-0.5266666666666666,0.3333333333333333,1.0,-0.010010931749714272,0.0,-0.7083333333333334,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,64,-0.19781406873064206,0.017814068730642063,-0.18,0.0,1.0,-0.017814068730642063,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0
