benchmark,seed,candidate_id,start_state,true_return,recent_only_proxy,naive_memory_proxy,repaired_memory_proxy,oracle_memory_proxy,risk,entropy,catastrophe,illegal
FrozenLake-v1,11,40,0,0.018401756141773667,0.018401756141773667,2.257463588349045,-1.5309940858828885,0.018401756141773667,0.7939166595805468,0.5499288982276404,0.7939166595805468,0.0
FrozenLake-v1,11,41,0,0.0246712367882432,0.0246712367882432,7.756714124280127,2.780733087468326,0.0246712367882432,0.8216206324369627,0.4769664318852454,0.8216206324369627,0.0
FrozenLake-v1,11,42,0,0.01643559908352977,0.01643559908352977,7.758773033706306,2.814064084526203,0.01643559908352977,0.812685000554599,0.4850048667905047,0.812685000554599,0.0
FrozenLake-v1,11,43,0,0.008190225374147922,0.008190225374147922,7.760834377133651,2.970395755764795,0.008190225374147922,0.7645531069053982,0.6056578779845414,0.7645531069053982,0.0
FrozenLake-v1,11,44,0,0.01787977013854284,0.01787977013854284,7.758411990942553,2.7813042287276653,0.01787977013854284,0.820909228888586,0.48454800833247136,0.820909228888586,0.0
FrozenLake-v1,11,45,0,0.017743177399880867,0.017743177399880867,7.7584461391272175,2.769537290724726,0.017743177399880867,0.824089069852078,0.4813732554957087,0.824089069852078,0.0
FrozenLake-v1,11,46,0,0.012656308659004535,0.012656308659004535,7.6309077524574365,2.7972703081051282,0.012656308659004535,0.7852870984799241,0.5627958722430861,0.7852870984799241,0.0
FrozenLake-v1,11,47,0,0.01888073933529186,0.01888073933529186,7.758161748643365,2.7765529427970845,0.01888073933529186,0.8230194755056436,0.4722490065403048,0.8230194755056436,0.0
FrozenLake-v1,11,48,0,0.02304687442372212,0.02304687442372212,7.757120214871257,2.781753404811533,0.02304687442372212,0.8215507125627581,0.47449763906395026,0.8215507125627581,0.0
FrozenLake-v1,11,49,0,0.018444942023308458,0.018444942023308458,7.758270697971361,2.7824611170979057,0.018444942023308458,0.8209534256129943,0.48010242410622467,0.8209534256129943,0.0
FrozenLake-v1,11,50,0,0.014079938865656066,0.014079938865656066,7.759361948760774,2.8058762406846807,0.014079938865656066,0.8135298010164586,0.5010336734374519,0.8135298010164586,0.0
FrozenLake-v1,11,51,0,0.01988470722459098,0.01988470722459098,7.75791075667104,2.792624793941818,0.01988470722459098,0.818328279583919,0.48122544834752146,0.818328279583919,0.0
FrozenLake-v1,11,52,0,0.014054676181620594,0.014054676181620594,7.759368264431783,2.828014090320508,0.014054676181620594,0.8067642239289905,0.5174485358176021,0.8067642239289905,0.0
FrozenLake-v1,11,53,0,0.01736016624401778,0.01736016624401778,7.629731788061183,2.6750301804301566,0.01736016624401778,0.8214181549445941,0.4885155449640566,0.8214181549445941,0.0
FrozenLake-v1,11,54,0,0.02424718117659247,0.02424718117659247,7.7568201381830395,2.7816351459417703,0.02424718117659247,0.8213382559952475,0.4777245895299679,0.8213382559952475,0.0
FrozenLake-v1,11,55,0,0.013938581281527675,0.013938581281527675,7.759397288156807,2.795066550373594,0.013938581281527675,0.8173144199869018,0.4866043882018314,0.8173144199869018,0.0
FrozenLake-v1,11,56,0,0.024072524770985326,0.024072524770985326,7.756863802284442,2.7739911356419356,0.024072524770985326,0.8231832104809113,0.4786052307205658,0.8231832104809113,0.0
FrozenLake-v1,11,57,0,0.017620226863834177,0.017620226863834177,7.75847687676123,2.777415698441068,0.017620226863834177,0.8223270697811282,0.4786052307205657,0.8223270697811282,0.0
FrozenLake-v1,11,58,0,0.018444942023308458,0.018444942023308458,7.758270697971361,2.769423195391918,0.018444942023308458,0.8242814348081963,0.4791887071901581,0.8242814348081963,0.0
FrozenLake-v1,11,59,0,0.01697663360144318,0.01697663360144318,7.758637775076828,2.8433712261970823,0.01697663360144318,0.8037654639131092,0.506241549774105,0.8037654639131092,0.0
FrozenLake-v1,11,60,0,0.0246712367882432,0.0246712367882432,7.756714124280127,2.776596032507973,0.0246712367882432,0.8226807495077785,0.47662172080887855,0.8226807495077785,0.0
FrozenLake-v1,11,61,0,0.013622631968051704,0.013622631968051704,7.759476275485175,2.8872194341936464,0.013622631968051704,0.7899003580736416,0.5449489343117938,0.7899003580736416,0.0
FrozenLake-v1,11,62,0,0.02340005418648465,0.02340005418648465,7.757031919930567,2.764738010980916,0.02340005418648465,0.8259232072653252,0.4729156891317787,0.8259232072653252,0.0
FrozenLake-v1,11,63,0,0.018528577982379658,0.018528577982379658,7.758249788981593,2.797244592823656,0.018528577982379658,0.8167954138595717,0.48626432839935885,0.8167954138595717,0.0
FrozenLake-v1,11,64,0,0.014074699756501271,0.014074699756501271,7.7593632585380625,2.845766936821302,0.014074699756501271,0.803045448093347,0.5078560586235346,0.803045448093347,0.0
FrozenLake-v1,11,65,0,0.024583776764048253,0.024583776764048253,7.756735989286176,2.7786177164580215,0.024583776764048253,0.8221060245392457,0.477545773889154,0.8221060245392457,0.0
FrozenLake-v1,11,66,0,0.02394062012399228,0.02394062012399228,7.75689677844619,2.774767363646118,0.02394062012399228,0.8229189192440662,0.47954168719789214,0.8229189192440662,0.0
FrozenLake-v1,11,67,0,0.008465198335656999,0.008465198335656999,7.760765633893274,3.1103231983834827,0.008465198335656999,0.7317582364750711,0.5764980083266107,0.7317582364750711,0.0
FrozenLake-v1,11,68,0,0.024072524770985326,0.024072524770985326,7.756863802284442,2.7739911356419356,0.024072524770985326,0.8231832104809113,0.4786052307205658,0.8231832104809113,0.0
FrozenLake-v1,11,69,0,0.018011011500173948,0.018011011500173948,2.5380082189076196,-1.3627826457544265,0.018011011500173948,0.811129620891513,0.5075764653816841,0.811129620891513,0.0
FrozenLake-v1,11,70,0,0.01796611562967434,0.01796611562967434,7.75839040456977,2.780426896997363,0.01796611562967434,0.8211109645015959,0.4847826392600133,0.8211109645015959,0.0
FrozenLake-v1,11,71,0,0.021251977882028854,0.021251977882028854,7.757568939006681,2.781178279138274,0.021251977882028854,0.8217567822906368,0.4736671282697656,0.8217567822906368,0.0
FrozenLake-v1,11,72,0,0.013131015950813346,0.013131015950813346,7.759599179489484,2.842324874081787,0.013131015950813346,0.8024539911109809,0.5272156941867995,0.8024539911109809,0.0
FrozenLake-v1,11,73,0,0.010388590123200484,0.010388590123200484,2.2594668798536883,-1.4856912884253637,0.010388590123200484,0.7807900257250231,0.5739413581095401,0.7807900257250231,0.0
FrozenLake-v1,11,74,0,0.02450436478269529,0.02450436478269529,7.756755842281514,2.777068804227816,0.02450436478269529,0.8224487941704935,0.47813855290653434,0.8224487941704935,0.0
FrozenLake-v1,11,75,0,0.024583776764048243,0.024583776764048243,7.756735989286176,2.784874319665695,0.024583776764048243,0.8204928415583613,0.4781995362753668,0.8204928415583613,0.0
FrozenLake-v1,11,76,0,0.014420809190728351,0.014420809190728351,7.759276731179506,2.79553593058565,0.014420809190728351,0.817137267303734,0.487401823270548,0.817137267303734,0.0
FrozenLake-v1,11,77,0,0.019025167875427875,0.019025167875427875,7.758125641508331,2.8031310940195087,0.019025167875427875,0.8155095681920582,0.4837872666466966,0.8155095681920582,0.0
FrozenLake-v1,11,78,0,0.026979584267553206,0.026979584267553206,7.7561370374103,2.7721099704936605,0.026979584267553206,0.8242452213285288,0.4707156365799149,0.8242452213285288,0.0
FrozenLake-v1,11,79,0,0.026303281262093182,0.026303281262093182,7.756306113161665,2.861795416780321,0.026303281262093182,0.7969503324919582,0.5356960001119888,0.7969503324919582,0.0
FrozenLake-v1,11,80,0,0.02473718911173972,0.02473718911173972,7.756697636199253,2.7714357639699685,0.02473718911173972,0.8239369786247007,0.47707289437659683,0.8239369786247007,0.0
FrozenLake-v1,11,81,0,0.024072524770985326,0.024072524770985326,7.756863802284442,2.7752146615346467,0.024072524770985326,0.8228608169854098,0.4788253910182153,0.8228608169854098,0.0
FrozenLake-v1,11,82,0,0.012803782568724918,0.012803782568724918,7.759680987835007,2.779817342803878,0.012803782568724918,0.8210543170490474,0.48756978593894257,0.8210543170490474,0.0
FrozenLake-v1,11,83,0,0.02450436478269529,0.02450436478269529,7.756755842281514,2.784907257126041,0.02450436478269529,0.820447552044586,0.4786936049245521,0.820447552044586,0.0
FrozenLake-v1,11,84,0,0.02473718911173972,0.02473718911173972,7.756697636199253,2.782658694938737,0.02473718911173972,0.821093260479041,0.47757936642283283,0.821093260479041,0.0
FrozenLake-v1,11,85,0,0.007976201765452915,0.007976201765452915,7.760887883035825,2.890188505927586,0.007976201765452915,0.7900680731169026,0.53281582795518,0.7900680731169026,0.0
FrozenLake-v1,11,86,0,0.013211046864029137,0.013211046864029137,7.759579171761181,2.94594642330337,0.013211046864029137,0.7722385008517066,0.584683733571847,0.7722385008517066,0.0
FrozenLake-v1,11,87,0,0.022021353474088682,0.022021353474088682,7.757376595108666,2.773545538233389,0.022021353474088682,0.8229385548164619,0.4833526309417124,0.8229385548164619,0.0
FrozenLake-v1,11,88,0,0.0168221341702975,0.0168221341702975,7.758676399934614,2.7842724498834235,0.0168221341702975,0.8199839909294542,0.486990443935034,0.8199839909294542,0.0
FrozenLake-v1,11,89,0,0.011236394480714312,0.011236394480714312,7.760072834857009,2.8104327508219407,0.011236394480714312,0.8132998424859581,0.4889114200532575,0.8132998424859581,0.0
FrozenLake-v1,11,90,0,0.024260640834448902,0.024260640834448902,7.756816773268576,2.774971400613976,0.024260640834448902,0.8229580284337981,0.47834010810860783,0.8229580284337981,0.0
FrozenLake-v1,11,91,0,0.0168971316832726,0.0168971316832726,2.538286688861845,-1.3755468634709136,0.0168971316832726,0.8144225382189134,0.506218293404635,0.8144225382189134,0.0
FrozenLake-v1,11,92,0,0.02193293195147536,0.02193293195147536,7.757398700489319,2.777771175590637,0.02193293195147536,0.8226657688464422,0.47290431935114874,0.8226657688464422,0.0
FrozenLake-v1,11,93,0,0.023208152497896394,0.023208152497896394,7.757079895352714,2.8787394253205636,0.023208152497896394,0.7923307940637212,0.5408098173543409,0.7923307940637212,0.0
FrozenLake-v1,11,94,0,0.024061664104392116,0.024061664104392116,7.7568665174510905,2.783879081055103,0.024061664104392116,0.8206681998440999,0.47917888783415963,0.8206681998440999,0.0
FrozenLake-v1,11,95,0,0.009733169121838392,0.009733169121838392,2.8204373239003786,-1.0198594891904345,0.009733169121838392,0.7760452821964893,0.5799161778304932,0.7760452821964893,0.0
FrozenLake-v1,11,96,0,0.018689826362320958,0.018689826362320958,7.7582094768866074,2.786591301586186,0.018689826362320958,0.8198512654249773,0.4810306116521838,0.8198512654249773,0.0
FrozenLake-v1,11,97,0,0.023273735244477033,0.023273735244477033,7.757063499666069,2.7624207929508855,0.023273735244477033,0.8262543663105878,0.4762242952950467,0.8262543663105878,0.0
FrozenLake-v1,11,98,0,0.011388424278438933,0.011388424278438933,7.760034827407578,2.8349674518558636,0.011388424278438933,0.806707319057834,0.49502939564850373,0.806707319057834,0.0
FrozenLake-v1,11,99,0,0.020864665159276694,0.020864665159276694,7.757665767187369,2.784876672717821,0.020864665159276694,0.8205206260660832,0.47782123266532106,0.8205206260660832,0.0
FrozenLake-v1,11,100,0,0.021736771108410203,0.021736771108410203,7.757447740700085,2.8738627614186707,0.021736771108410203,0.7933974757767026,0.5428429408542311,0.7933974757767026,0.0
FrozenLake-v1,11,101,0,0.011961633193993421,0.011961633193993421,2.25907361908599,-1.386064451494725,0.011961633193993421,0.7519702385259538,0.626115730995001,0.7519702385259538,0.0
FrozenLake-v1,11,102,0,0.02533846351796113,0.02533846351796113,7.756547317597698,2.7771150583934836,0.02533846351796113,0.8230831375304907,0.4695264608876812,0.8230831375304907,0.0
FrozenLake-v1,11,103,0,0.01872072218778711,0.01872072218778711,7.758201752930241,2.8346585679049463,0.01872072218778711,0.8038405549949693,0.5342825296564224,0.8038405549949693,0.0
FrozenLake-v1,11,104,0,0.01789294999662299,0.01789294999662299,2.2575907898853327,-1.5157318230186618,0.01789294999662299,0.7900959387025909,0.5499976337196298,0.7900959387025909,0.0
FrozenLake-v1,11,105,0,0.012454997125354705,0.012454997125354705,7.759768184195849,2.8007150391472853,0.012454997125354705,0.8151506131715922,0.4966268498269887,0.8151506131715922,0.0
FrozenLake-v1,11,106,0,0.018438946175187945,0.018438946175187945,7.758272196933391,2.7807060822217413,0.018438946175187945,0.8211874119988519,0.482832721882005,0.8211874119988519,0.0
FrozenLake-v1,11,107,0,0.02290129178012221,0.02290129178012221,7.757156610532157,2.7900372168704584,0.02290129178012221,0.8192277380242033,0.4778579260482626,0.8192277380242033,0.0
FrozenLake-v1,11,108,0,0.02424718117659247,0.02424718117659247,7.7568201381830395,2.7728935821551772,0.02424718117659247,0.823534344871852,0.477581950463885,0.823534344871852,0.0
FrozenLake-v1,11,109,0,0.015984728297211117,0.015984728297211117,7.758885751402885,2.8307870501386607,0.015984728297211117,0.8083973186125383,0.48643074064312203,0.8083973186125383,0.0
FrozenLake-v1,11,110,0,0.005394861247977319,0.005394861247977319,7.507777313570843,2.854463234464761,0.005394861247977319,0.7430897535122097,0.601595248642234,0.7430897535122097,0.0
FrozenLake-v1,11,111,0,0.02473718911173972,0.02473718911173972,7.756697636199253,2.7714357639699685,0.02473718911173972,0.8239369786247007,0.47707289437659683,0.8239369786247007,0.0
FrozenLake-v1,11,112,0,0.011261418323414304,0.011261418323414304,7.7600665788963346,2.9041221788455007,0.011261418323414304,0.7848355821001997,0.5561367984515042,0.7848355821001997,0.0
FrozenLake-v1,11,113,0,0.018509348787012977,0.018509348787012977,7.758254596280435,2.7833484149174863,0.018509348787012977,0.8205781478802129,0.48214846781137605,0.8205781478802129,0.0
FrozenLake-v1,11,114,0,0.022805738409052947,0.022805738409052947,7.757180498874925,2.767021295234253,0.022805738409052947,0.8252115301242342,0.4747937701685354,0.8252115301242342,0.0
FrozenLake-v1,11,115,0,0.0246712367882432,0.0246712367882432,7.756714124280127,2.773114390132748,0.0246712367882432,0.8235180972963215,0.4770625582123881,0.8235180972963215,0.0
FrozenLake-v1,11,116,0,0.024260640834448902,0.024260640834448902,7.756816773268576,2.7727220268007087,0.024260640834448902,0.8235444809901321,0.4780186534017112,0.8235444809901321,0.0
FrozenLake-v1,11,117,0,0.023304365732280567,0.023304365732280567,7.757055842044118,2.7744247322950035,0.023304365732280567,0.8233813302672591,0.474518311392368,0.8233813302672591,0.0
FrozenLake-v1,11,118,0,0.017296796157526342,0.017296796157526342,7.758557734437806,2.7837099885400325,0.017296796157526342,0.8199718894391155,0.4890266682841866,0.8199718894391155,0.0
FrozenLake-v1,11,119,0,0.017335194423065862,0.017335194423065862,7.629738031016421,2.686534377217122,0.017335194423065862,0.8182820607765622,0.4919828112479311,0.8182820607765622,0.0
FrozenLake-v1,11,120,0,0.01655521743107692,0.01655521743107692,7.758743129119419,2.8946254954223014,0.01655521743107692,0.7879857792445982,0.5457897812701875,0.7879857792445982,0.0
FrozenLake-v1,11,121,0,0.024061664104392116,0.024061664104392116,7.7568665174510905,2.7775879916614197,0.024061664104392116,0.8222685309903427,0.4788114371965335,0.8222685309903427,0.0
FrozenLake-v1,11,122,0,0.016558533350403512,0.016558533350403512,7.629932196284587,2.738064853972915,0.016558533350403512,0.8050453633624329,0.4967038542503451,0.8050453633624329,0.0
FrozenLake-v1,11,123,0,0.007578334081681158,0.007578334081681158,7.632177246101767,2.7968755483878094,0.007578334081681158,0.7858900640205952,0.5560721974251985,0.7858900640205952,0.0
FrozenLake-v1,11,124,0,0.015607879080054917,0.015607879080054917,7.758979963707175,2.812978551697268,0.015607879080054917,0.8127447507996556,0.4878266396195339,0.8127447507996556,0.0
FrozenLake-v1,11,125,0,0.01867018962990965,0.01867018962990965,7.758214386069711,2.8641443118387717,0.01867018962990965,0.795691542298283,0.5446502191661567,0.795691542298283,0.0
FrozenLake-v1,11,126,0,0.015277403945730557,0.015277403945730557,7.759062582490755,2.7993572495439225,0.015277403945730557,0.8163676009137683,0.48492631194251695,0.8163676009137683,0.0
FrozenLake-v1,11,127,0,0.017589739399617516,0.017589739399617516,2.257666592534584,-1.5389405413302417,0.017589739399617516,0.7960384317096216,0.5481267879978192,0.7960384317096216,0.0
FrozenLake-v1,11,128,0,0.009723619062475366,0.009723619062475366,2.2596331226188693,-1.5060298781022798,0.009723619062475366,0.786935512437627,0.5597968341978746,0.786935512437627,0.0
FrozenLake-v1,11,129,0,0.01971592334395272,0.01971592334395272,7.7579529526412,2.776352763350812,0.01971592334395272,0.822623424440161,0.47819695223431463,0.822623424440161,0.0
FrozenLake-v1,11,130,0,0.012626466430759658,0.012626466430759658,7.759725316869498,2.807891536418524,0.012626466430759658,0.8140749168673271,0.4870478096463931,0.8140749168673271,0.0
FrozenLake-v1,11,131,0,0.010868374873127955,0.010868374873127955,7.7601648397589065,2.8109226170095076,0.010868374873127955,0.8118435068681135,0.5066963409992966,0.8118435068681135,0.0
FrozenLake-v1,11,132,0,0.014002960733725422,0.014002960733725422,7.759381193293757,2.8386628017831943,0.014002960733725422,0.8057894894714477,0.49494929037588464,0.8057894894714477,0.0
FrozenLake-v1,11,133,0,0.02424718117659247,0.02424718117659247,7.7568201381830395,2.774018543850571,0.02424718117659247,0.8233010125691117,0.4769431755157753,0.8233010125691117,0.0
FrozenLake-v1,11,134,0,0.02424718117659247,0.02424718117659247,7.7568201381830395,2.7728935821551772,0.02424718117659247,0.823534344871852,0.477581950463885,0.823534344871852,0.0
FrozenLake-v1,11,135,0,0.010369631711963622,0.010369631711963622,7.760289525549197,2.9862847663928447,0.010369631711963622,0.7614042072488562,0.5946798379782713,0.7614042072488562,0.0
FrozenLake-v1,11,136,0,0.0246712367882432,0.0246712367882432,7.756714124280127,2.776596032507973,0.0246712367882432,0.8226807495077785,0.47662172080887855,0.8226807495077785,0.0
FrozenLake-v1,11,137,0,0.024504364782695295,0.024504364782695295,7.756755842281514,2.7748814294893744,0.024504364782695295,0.8229771490413753,0.4783850704229165,0.8229771490413753,0.0
FrozenLake-v1,11,138,0,0.022735268426167167,0.022735268426167167,7.757198116370646,2.798680124324879,0.022735268426167167,0.8169932109481467,0.47884192888094984,0.8169932109481467,0.0
FrozenLake-v1,11,139,0,0.024260640834448902,0.024260640834448902,7.756816773268576,2.7727220268007087,0.024260640834448902,0.8235444809901321,0.4780186534017112,0.8235444809901321,0.0
FrozenLake-v1,11,140,0,0.013410995517248434,0.013410995517248434,7.759529184597876,2.8576938332586375,0.013410995517248434,0.7979733639748163,0.5357275254128261,0.7979733639748163,0.0
FrozenLake-v1,11,141,0,0.021234526545349484,0.021234526545349484,7.757573301840851,2.7697901261930866,0.021234526545349484,0.8241750893557538,0.4793835438854962,0.8241750893557538,0.0
FrozenLake-v1,11,142,0,0.02553418360655947,0.02553418360655947,7.756498387575548,2.7961931984421393,0.02553418360655947,0.8176325784990129,0.47860678114519745,0.8176325784990129,0.0
FrozenLake-v1,11,143,0,0.02038682484638422,0.02038682484638422,7.757785227265592,2.787350349390117,0.02038682484638422,0.8197245282352584,0.4801902815020003,0.8197245282352584,0.0
FrozenLake-v1,11,144,0,0.02473718911173972,0.02473718911173972,7.756697636199253,2.7756004503588234,0.02473718911173972,0.8228578216240193,0.47757936642283283,0.8228578216240193,0.0
FrozenLake-v1,11,145,0,0.02082563948308185,0.02082563948308185,2.537304561911893,-1.3633049916280762,0.02082563948308185,0.8111892754330419,0.5085222244067981,0.8111892754330419,0.0
FrozenLake-v1,11,146,0,0.017039136190752622,0.017039136190752622,2.2578042433368,-1.4997548706274975,0.017039136190752622,0.7850148916988501,0.5644884191322928,0.7850148916988501,0.0
FrozenLake-v1,11,147,0,0.018146749729705973,0.018146749729705973,7.758345246044762,2.7861818852892206,0.018146749729705973,0.8196438446578781,0.48516094287005906,0.8196438446578781,0.0
FrozenLake-v1,11,148,0,0.008462627177307447,0.008462627177307447,2.820754959386511,-0.9828898046588334,0.008462627177307447,0.7651008824245414,0.6026092263511269,0.7651008824245414,0.0
FrozenLake-v1,11,149,0,0.014571794069386874,0.014571794069386874,2.5388680232653167,-1.3250281379885218,0.014571794069386874,0.800425266041631,0.5244528374937611,0.800425266041631,0.0
FrozenLake-v1,11,150,0,0.024583776764048253,0.024583776764048253,7.756735989286176,2.770897256711571,0.024583776764048253,0.8240361394758584,0.477545773889154,0.8240361394758584,0.0
FrozenLake-v1,11,151,0,0.022350819525665953,0.022350819525665953,7.757294228595772,2.793236093407602,0.022350819525665953,0.8183653429741957,0.4786936049245521,0.8183653429741957,0.0
FrozenLake-v1,11,152,0,0.01442005707113217,0.01442005707113217,7.759276919209405,2.8153935680519546,0.01442005707113217,0.8121162286774983,0.4881568800660079,0.8121162286774983,0.0
