strategy,N,selected_true_return,selected_proxy_score,selected_risk,selected_entropy,benchmark,seed
repaired_memory,1,-53.81931454687529,-17.781212793278325,1.5929317831634466,0.0,Taxi-v3,29
repaired_memory,4,-36.236309620206875,-15.960816927261899,0.9091482582374525,0.0,Taxi-v3,29
repaired_memory,16,-25.11439418615049,-14.78543622673587,0.4766293246908155,0.0,Taxi-v3,29
repaired_memory,64,-20.31879632275301,-14.252590164402367,0.2901338522253578,0.0,Taxi-v3,29
oracle_memory,1,-53.81931454687529,-53.81931454687529,1.5929317831634466,0.0,Taxi-v3,29
oracle_memory,4,-36.11022159929243,-36.11022159929243,0.904244835201891,0.0,Taxi-v3,29
oracle_memory,16,-24.847790482700226,-24.847790482700226,0.4662614028899718,0.0,Taxi-v3,29
oracle_memory,64,-19.925439929394205,-19.925439929394205,0.2748366591502933,0.0,Taxi-v3,29
recent_only,1,-54.72083827165161,-54.72083827165161,1.6279910391269699,0.0,Taxi-v3,31
recent_only,4,-38.55903196417997,-38.55903196417997,0.9994763493919618,0.0,Taxi-v3,31
recent_only,16,-28.402628934592954,-28.402628934592954,0.6045051204635778,0.0,Taxi-v3,31
recent_only,64,-23.581605880238975,-23.581605880238975,0.41702089057203423,0.0,Taxi-v3,31
naive_memory,1,-54.7208382716516,-1.1881501329052204,1.6279910391269699,0.0,Taxi-v3,31
naive_memory,4,-70.9163115161028,3.5847451588227544,2.257814998633405,0.0,Taxi-v3,31
naive_memory,16,-82.71115467173824,7.110090611852213,2.716503343574784,0.0,Taxi-v3,31
naive_memory,64,-92.45392348793428,9.92606492921556,3.0953887975379626,0.0,Taxi-v3,31
repaired_memory,1,-54.7208382716516,-17.592656397598894,1.6279910391269699,0.0,Taxi-v3,31
repaired_memory,4,-38.69713509934385,-15.902944876567794,1.0048470268705572,0.0,Taxi-v3,31
repaired_memory,16,-28.549914180664814,-14.778682817460773,0.6102328800330392,0.0,Taxi-v3,31
repaired_memory,64,-23.632819241042583,-14.21169169252762,0.4190125212699524,0.0,Taxi-v3,31
oracle_memory,1,-54.72083827165161,-54.72083827165161,1.6279910391269699,0.0,Taxi-v3,31
oracle_memory,4,-38.55903196417997,-38.55903196417997,0.9994763493919618,0.0,Taxi-v3,31
oracle_memory,16,-28.402628934592954,-28.402628934592954,0.6045051204635778,0.0,Taxi-v3,31
oracle_memory,64,-23.581605880238975,-23.581605880238975,0.41702089057203423,0.0,Taxi-v3,31
recent_only,1,-54.57535534142079,-54.57535534142079,1.6223333696179938,0.0,Taxi-v3,37
recent_only,4,-39.70803822894739,-39.70803822894739,1.044159926355139,0.0,Taxi-v3,37
recent_only,16,-29.94418464393816,-29.94418464393816,0.6644545091603359,0.0,Taxi-v3,37
recent_only,64,-22.81755091456625,-22.81755091456625,0.38730764190698386,0.0,Taxi-v3,37
naive_memory,1,-54.57535534142079,-1.3078442465721465,1.6223333696179933,0.0,Taxi-v3,37
naive_memory,4,-68.67478183658372,2.8156744039000494,2.1706443999854406,0.0,Taxi-v3,37
naive_memory,16,-76.68541973365569,5.162115107757484,2.4821692070937953,0.0,Taxi-v3,37
naive_memory,64,-81.33333076012227,6.525538177442673,2.6629213025674963,0.0,Taxi-v3,37
repaired_memory,1,-54.57535534142079,-17.640089122004973,1.6223333696179936,0.0,Taxi-v3,37
repaired_memory,4,-39.9480738622591,-16.102293605674326,1.0534946454283725,0.0,Taxi-v3,37
repaired_memory,16,-30.522671141756902,-15.097865631799573,0.6869512062977314,0.0,Taxi-v3,37
repaired_memory,64,-23.566291638452867,-14.378251384860263,0.4164253367247968,0.0,Taxi-v3,37
oracle_memory,1,-54.57535534142079,-54.57535534142079,1.6223333696179938,0.0,Taxi-v3,37
oracle_memory,4,-39.70803822894739,-39.70803822894739,1.044159926355139,0.0,Taxi-v3,37
oracle_memory,16,-29.94418464393816,-29.94418464393816,0.6644545091603359,0.0,Taxi-v3,37
oracle_memory,64,-22.81755091456625,-22.81755091456625,0.38730764190698386,0.0,Taxi-v3,37
