strategy,N,selected_true_return,selected_proxy_score,selected_risk,selected_entropy,benchmark,seed
naive_memory,64,0.009327613718025943,7.760550030047682,0.7992771049478418,0.5212611412238742,FrozenLake-v1,29
repaired_memory,1,0.017222198253595604,2.3192402457212986,0.806853721261822,0.5089009317732582,FrozenLake-v1,29
repaired_memory,4,0.01690775605069416,2.8497256509133346,0.7994987386293728,0.5231602494970844,FrozenLake-v1,29
repaired_memory,16,0.01646129076877269,2.9152996105523687,0.7816582026558074,0.5584067373924606,FrozenLake-v1,29
repaired_memory,64,0.015589862974097483,2.981398729583738,0.7628878096577159,0.5911837210357755,FrozenLake-v1,29
oracle_memory,1,0.01722219825359561,0.01722219825359561,0.8068537212618219,0.5089009317732582,FrozenLake-v1,29
oracle_memory,4,0.02242940624650304,0.02242940624650304,0.8156530757791638,0.4915013388242432,FrozenLake-v1,29
oracle_memory,16,0.025067632173662254,0.025067632173662254,0.8167141318440628,0.488278829485607,FrozenLake-v1,29
oracle_memory,64,0.026405170045711177,0.026405170045711177,0.8153412127554768,0.4891593526794303,FrozenLake-v1,29
recent_only,1,0.017467875802169134,0.017467875802169134,0.8073352868799595,0.5088610535597198,FrozenLake-v1,31
recent_only,4,0.022570484101056824,0.022570484101056824,0.8153567297715352,0.4922782584791572,FrozenLake-v1,31
recent_only,16,0.024939364618472504,0.024939364618472504,0.8136222355483018,0.4944927323338092,FrozenLake-v1,31
recent_only,64,0.02601353738784451,0.02601353738784451,0.8027796993300451,0.5156356067512509,FrozenLake-v1,31
naive_memory,1,0.017467875802169137,7.2432214695741886,0.8073352868799595,0.5088610535597198,FrozenLake-v1,31
naive_memory,4,0.013621290076576597,7.758937392915298,0.8032986232548573,0.5143882902114046,FrozenLake-v1,31
naive_memory,16,0.009995983847387537,7.760382937515166,0.7942381041649604,0.5264360260265302,FrozenLake-v1,31
naive_memory,64,0.008036033365496756,7.760872925135814,0.7906883905198423,0.5308253371099156,FrozenLake-v1,31
repaired_memory,1,0.017467875802169137,2.416071287232031,0.8073352868799594,0.5088610535597198,FrozenLake-v1,31
repaired_memory,4,0.015856596389595638,2.8634377035855856,0.7968590833183857,0.5259956585880541,FrozenLake-v1,31
repaired_memory,16,0.014139035134921417,2.92457846875173,0.7798998882239467,0.5537337770968385,FrozenLake-v1,31
repaired_memory,64,0.01172292847111243,2.9999781417720692,0.7587645815462871,0.5842302627484364,FrozenLake-v1,31
oracle_memory,1,0.017467875802169134,0.017467875802169134,0.8073352868799595,0.5088610535597198,FrozenLake-v1,31
oracle_memory,4,0.022570484101056824,0.022570484101056824,0.8153567297715352,0.4922782584791572,FrozenLake-v1,31
oracle_memory,16,0.024939364618472504,0.024939364618472504,0.8136222355483018,0.4944927323338092,FrozenLake-v1,31
oracle_memory,64,0.02601353738784451,0.02601353738784451,0.8027796993300451,0.5156356067512509,FrozenLake-v1,31
recent_only,1,0.01830772405404138,0.01830772405404138,0.8110034673405132,0.5009914954273771,FrozenLake-v1,37
recent_only,4,0.023123593224946948,0.023123593224946948,0.8194420015086757,0.48330894043424677,FrozenLake-v1,37
recent_only,16,0.02516991822622257,0.02516991822622257,0.8208261191558066,0.47839177954664036,FrozenLake-v1,37
recent_only,64,0.026175947907271832,0.026175947907271832,0.8177777284949066,0.4823349009269049,FrozenLake-v1,37
naive_memory,1,0.01830772405404138,7.112166974965059,0.8110034673405132,0.5009914954273772,FrozenLake-v1,37
naive_memory,4,0.015191276766498802,7.757906448037349,0.8094150060420717,0.5029989611523569,FrozenLake-v1,37
naive_memory,16,0.01132284842863376,7.7600512213695145,0.8032164922649108,0.5136269216456197,FrozenLake-v1,37
naive_memory,64,0.009105723369619297,7.7606055026347835,0.7964821949309735,0.5255096764808641,FrozenLake-v1,37
repaired_memory,1,0.01830772405404138,2.2990838067925905,0.8110034673405132,0.5009914954273771,FrozenLake-v1,37
repaired_memory,4,0.016747347642937005,2.8367601465489303,0.8044749520378177,0.5115779282261423,FrozenLake-v1,37
repaired_memory,16,0.014677658049442644,2.894536737921344,0.7880482096491663,0.5443537034000197,FrozenLake-v1,37
repaired_memory,64,0.014180627525478478,2.955725478910323,0.7704652749963649,0.5757298615154378,FrozenLake-v1,37
oracle_memory,1,0.01830772405404138,0.01830772405404138,0.8110034673405132,0.5009914954273771,FrozenLake-v1,37
oracle_memory,4,0.023123593224946948,0.023123593224946948,0.8194420015086757,0.48330894043424677,FrozenLake-v1,37
oracle_memory,16,0.02516991822622257,0.02516991822622257,0.8208261191558066,0.47839177954664036,FrozenLake-v1,37
oracle_memory,64,0.026175947907271832,0.026175947907271832,0.8177777284949066,0.4823349009269049,FrozenLake-v1,37
recent_only,1,-211.73982047708603,-211.73982047708603,2.0062060809291475,1.0986122655963138,CliffWalkingSlippery-v1,11
recent_only,4,-170.83416079645218,-170.83416079645218,1.5930175971997547,1.0986122842482309,CliffWalkingSlippery-v1,11
recent_only,16,-144.86990835913136,-144.86990835913136,1.3307524206178822,1.0986122882083698,CliffWalkingSlippery-v1,11
recent_only,64,-126.70457855487365,-126.70457855487365,1.147264240724982,1.098612288667964,CliffWalkingSlippery-v1,11
naive_memory,1,-211.739820477086,34.37803582879057,2.0062060809291475,1.0986122655963138,CliffWalkingSlippery-v1,11
naive_memory,4,-247.15790118788078,43.23255600648926,2.363964474312774,1.0986122446543773,CliffWalkingSlippery-v1,11
naive_memory,16,-253.1086315965769,44.720238608663294,2.424072862865978,1.0986122394613713,CliffWalkingSlippery-v1,11
naive_memory,64,-253.11895019527236,44.722818258337156,2.424177091137108,1.0986122394482791,CliffWalkingSlippery-v1,11
repaired_memory,1,-211.73982047708603,-25.20614951670938,2.0062060809291475,1.0986122655963138,CliffWalkingSlippery-v1,11
repaired_memory,4,-170.83416079645218,-23.140207103657993,1.5930175971997547,1.0986122842482309,CliffWalkingSlippery-v1,11
repaired_memory,16,-144.86990835913136,-21.82888122193667,1.3307524206178822,1.0986122882083698,CliffWalkingSlippery-v1,11
repaired_memory,64,-126.70457855487365,-20.911440322610048,1.147264240724982,1.098612288667964,CliffWalkingSlippery-v1,11
oracle_memory,1,-211.73982047708603,-211.73982047708603,2.0062060809291475,1.0986122655963138,CliffWalkingSlippery-v1,11
oracle_memory,4,-170.83416079645218,-170.83416079645218,1.5930175971997547,1.0986122842482309,CliffWalkingSlippery-v1,11
oracle_memory,16,-144.86990835913136,-144.86990835913136,1.3307524206178822,1.0986122882083698,CliffWalkingSlippery-v1,11
oracle_memory,64,-126.70457855487365,-126.70457855487365,1.147264240724982,1.098612288667964,CliffWalkingSlippery-v1,11
recent_only,1,-210.26731484016972,-210.26731484016972,1.991332286686357,1.098612264981066,CliffWalkingSlippery-v1,17
recent_only,4,-164.54005126435987,-164.54005126435987,1.5294407331418827,1.0986122851100262,CliffWalkingSlippery-v1,17
recent_only,16,-137.389765879426,-137.389765879426,1.2551954258279752,1.0986122886103764,CliffWalkingSlippery-v1,17
recent_only,64,-119.63912277341649,-119.63912277341649,1.0758960005082274,1.0986122886681091,CliffWalkingSlippery-v1,17
naive_memory,1,-210.26731484016972,34.009909419561495,1.9913322866863572,1.098612264981066,CliffWalkingSlippery-v1,17
naive_memory,4,-248.5604951023701,43.583204485111594,2.3781320897216287,1.0986122436718393,CliffWalkingSlippery-v1,17
naive_memory,16,-254.66564168455983,45.10949113065902,2.439800237492988,1.0986122394532347,CliffWalkingSlippery-v1,17
naive_memory,64,-258.4862637439834,46.064646645514905,2.4783923795079277,1.0986122394482791,CliffWalkingSlippery-v1,17
repaired_memory,1,-210.26731484016972,-25.131780545310853,1.991332286686357,1.098612264981066,CliffWalkingSlippery-v1,17
repaired_memory,4,-164.54005126435987,-22.822322783627172,1.5294407331418827,1.0986122851100262,CliffWalkingSlippery-v1,17
repaired_memory,16,-137.389765879426,-21.451096248107735,1.2551954258279752,1.0986122886103764,CliffWalkingSlippery-v1,17
repaired_memory,64,-119.63912277341649,-20.554599121526316,1.0758960005082274,1.0986122886681091,CliffWalkingSlippery-v1,17
oracle_memory,1,-210.26731484016972,-210.26731484016972,1.991332286686357,1.098612264981066,CliffWalkingSlippery-v1,17
oracle_memory,4,-164.54005126435987,-164.54005126435987,1.5294407331418827,1.0986122851100262,CliffWalkingSlippery-v1,17
oracle_memory,16,-137.389765879426,-137.389765879426,1.2551954258279752,1.0986122886103764,CliffWalkingSlippery-v1,17
oracle_memory,64,-119.63912277341649,-119.63912277341649,1.0758960005082274,1.0986122886681091,CliffWalkingSlippery-v1,17
recent_only,1,-206.6064681477273,-206.6064681477273,1.9543540369897654,1.0986122674420573,CliffWalkingSlippery-v1,23
recent_only,4,-162.27565225309476,-162.27565225309476,1.5065680158751313,1.0986122849439848,CliffWalkingSlippery-v1,23
recent_only,16,-134.2493978892856,-134.2493978892856,1.223474537056418,1.0986122884533236,CliffWalkingSlippery-v1,23
recent_only,64,-117.7384340822773,-117.7384340822773,1.056697124840154,1.0986122886681016,CliffWalkingSlippery-v1,23
naive_memory,1,-206.6064681477273,33.09469774645089,1.9543540369897654,1.0986122674420573,CliffWalkingSlippery-v1,23
naive_memory,4,-246.21593770217797,42.99706513506356,2.354449691467053,1.0986122460872847,CliffWalkingSlippery-v1,23
naive_memory,16,-255.47427817247114,45.31165025263685,2.447968282823157,1.0986122394733187,CliffWalkingSlippery-v1,23
naive_memory,64,-261.3456689561068,46.77949794854577,2.507275260438469,1.0986122394482796,CliffWalkingSlippery-v1,23
repaired_memory,1,-206.6064681477273,-24.94688929756619,1.9543540369897654,1.0986122674420573,CliffWalkingSlippery-v1,23
repaired_memory,4,-162.27565225309476,-22.7079591972436,1.5065680158751313,1.0986122849439848,CliffWalkingSlippery-v1,23
repaired_memory,16,-134.2493978892856,-21.292491804202832,1.223474537056418,1.0986122884533236,CliffWalkingSlippery-v1,23
repaired_memory,64,-117.7384340822773,-20.458604743185948,1.056697124840154,1.0986122886681016,CliffWalkingSlippery-v1,23
oracle_memory,1,-206.6064681477273,-206.6064681477273,1.9543540369897654,1.0986122674420573,CliffWalkingSlippery-v1,23
oracle_memory,4,-162.27565225309476,-162.27565225309476,1.5065680158751313,1.0986122849439848,CliffWalkingSlippery-v1,23
oracle_memory,16,-134.2493978892856,-134.2493978892856,1.223474537056418,1.0986122884533236,CliffWalkingSlippery-v1,23
oracle_memory,64,-117.7384340822773,-117.7384340822773,1.056697124840154,1.0986122886681016,CliffWalkingSlippery-v1,23
recent_only,1,-211.28855994119678,-211.28855994119678,2.0016478936631956,1.0986122659039377,CliffWalkingSlippery-v1,29
recent_only,4,-166.86108809822088,-166.86108809822088,1.5528855498332748,1.098612283447895,CliffWalkingSlippery-v1,29
recent_only,16,-139.30000943981702,-139.30000943981702,1.2744908157507515,1.0986122848577595,CliffWalkingSlippery-v1,29
recent_only,64,-123.34271274376007,-123.34271274376007,1.1133060007643563,1.0986122837485433,CliffWalkingSlippery-v1,29
naive_memory,1,-211.28855994119678,34.26522069481827,2.0016478936631956,1.0986122659039377,CliffWalkingSlippery-v1,29
naive_memory,4,-247.89423562913902,43.41663961680381,2.3714021959134364,1.098612244904114,CliffWalkingSlippery-v1,29
naive_memory,16,-253.11217103861762,44.72112346917348,2.4241086148059665,1.0986122394597457,CliffWalkingSlippery-v1,29
naive_memory,64,-253.1189501952727,44.72281825833725,2.4241770911371114,1.0986122394482791,CliffWalkingSlippery-v1,29
repaired_memory,1,-211.28855994119678,-25.183358580471904,2.0016478936631956,1.0986122659039377,CliffWalkingSlippery-v1,29
repaired_memory,4,-166.86108809822088,-22.93954686658549,1.5528855498332748,1.098612283447895,CliffWalkingSlippery-v1,29
repaired_memory,16,-139.30000943981702,-21.54757319659583,1.2744908157507515,1.0986122848577595,CliffWalkingSlippery-v1,29
repaired_memory,64,-123.34271274376007,-20.741649121331093,1.1133060007643563,1.0986122837485433,CliffWalkingSlippery-v1,29
oracle_memory,1,-211.28855994119678,-211.28855994119678,2.0016478936631956,1.0986122659039377,CliffWalkingSlippery-v1,29
oracle_memory,4,-166.86108809822088,-166.86108809822088,1.5528855498332748,1.098612283447895,CliffWalkingSlippery-v1,29
oracle_memory,16,-139.30000943981702,-139.30000943981702,1.2744908157507515,1.0986122848577595,CliffWalkingSlippery-v1,29
oracle_memory,64,-123.34271274376007,-123.34271274376007,1.1133060007643563,1.0986122837485433,CliffWalkingSlippery-v1,29
recent_only,1,-203.53484236562542,-203.53484236562542,1.9233275136255017,1.0986122702106726,CliffWalkingSlippery-v1,31
recent_only,4,-160.99134405515343,-160.99134405515343,1.493595205512667,1.098612287442754,CliffWalkingSlippery-v1,31
recent_only,16,-137.69947665246286,-137.69947665246286,1.2583238174683593,1.0986122886674987,CliffWalkingSlippery-v1,31
recent_only,64,-120.1922321909147,-120.1922321909147,1.0814829643213395,1.0986122886681091,CliffWalkingSlippery-v1,31
naive_memory,1,-203.53484236562542,32.32679130092542,1.9233275136255017,1.0986122702106726,CliffWalkingSlippery-v1,31
naive_memory,4,-243.83601185702085,42.40208367377428,2.3304100363115063,1.0986122474503013,CliffWalkingSlippery-v1,31
naive_memory,16,-253.0767915094017,44.71227858686949,2.4237512458193633,1.0986122395006843,CliffWalkingSlippery-v1,31
naive_memory,64,-253.11895019520347,44.72281825831993,2.424177091136412,1.0986122394482791,CliffWalkingSlippery-v1,31
repaired_memory,1,-203.53484236562542,-24.791756681575457,1.9233275136255017,1.0986122702106726,CliffWalkingSlippery-v1,31
repaired_memory,4,-160.99134405515343,-22.643095146180908,1.493595205512667,1.098612287442754,CliffWalkingSlippery-v1,31
repaired_memory,16,-137.69947665246286,-21.46673820632679,1.2583238174683593,1.0986122886674987,CliffWalkingSlippery-v1,31
repaired_memory,64,-120.1922321909147,-20.58253394059188,1.0814829643213395,1.0986122886681091,CliffWalkingSlippery-v1,31
oracle_memory,1,-203.53484236562542,-203.53484236562542,1.9233275136255017,1.0986122702106726,CliffWalkingSlippery-v1,31
oracle_memory,4,-160.99134405515343,-160.99134405515343,1.493595205512667,1.098612287442754,CliffWalkingSlippery-v1,31
oracle_memory,16,-137.69947665246286,-137.69947665246286,1.2583238174683593,1.0986122886674987,CliffWalkingSlippery-v1,31
oracle_memory,64,-120.1922321909147,-120.1922321909147,1.0814829643213395,1.0986122886681091,CliffWalkingSlippery-v1,31
recent_only,1,-207.01881752707646,-207.01881752707646,1.9585191823399595,1.0986122665191855,CliffWalkingSlippery-v1,37
recent_only,4,-163.86908656477948,-163.86908656477948,1.5226633120892104,1.098612283735935,CliffWalkingSlippery-v1,37
recent_only,16,-141.2627317447753,-141.2627317447753,1.294316293386418,1.0986122865592711,CliffWalkingSlippery-v1,37
recent_only,64,-129.06581620671005,-129.06581620671005,1.1711151261174688,1.0986122884873293,CliffWalkingSlippery-v1,37
naive_memory,1,-207.01881752707646,33.19778509128818,1.9585191823399595,1.0986122665191855,CliffWalkingSlippery-v1,37
naive_memory,4,-246.18486401439884,42.989296713118776,2.3541358159182257,1.098612245332069,CliffWalkingSlippery-v1,37
naive_memory,16,-253.10693226068466,44.71981377469022,2.4240556978566965,1.0986122394637454,CliffWalkingSlippery-v1,37
naive_memory,64,-253.11895019527213,44.7228182583371,2.4241770911371052,1.0986122394482791,CliffWalkingSlippery-v1,37
repaired_memory,1,-207.01881752707646,-24.967715024040302,1.9585191823399595,1.0986122665191855,CliffWalkingSlippery-v1,37
repaired_memory,4,-163.86908656477948,-22.788435677951583,1.5226633120892104,1.098612283735935,CliffWalkingSlippery-v1,37
repaired_memory,16,-141.2627317447753,-21.64670058528462,1.294316293386418,1.0986122865592711,CliffWalkingSlippery-v1,37
repaired_memory,64,-129.06581620671005,-21.03069474951829,1.1711151261174688,1.0986122884873293,CliffWalkingSlippery-v1,37
oracle_memory,1,-207.01881752707646,-207.01881752707646,1.9585191823399595,1.0986122665191855,CliffWalkingSlippery-v1,37
oracle_memory,4,-163.86908656477948,-163.86908656477948,1.5226633120892104,1.098612283735935,CliffWalkingSlippery-v1,37
oracle_memory,16,-141.2627317447753,-141.2627317447753,1.294316293386418,1.0986122865592711,CliffWalkingSlippery-v1,37
oracle_memory,64,-129.06581620671005,-129.06581620671005,1.1711151261174688,1.0986122884873293,CliffWalkingSlippery-v1,37
recent_only,1,-55.37935574212159,-55.37935574212159,1.6536000518674692,0.0,Taxi-v3,11
recent_only,4,-38.021955994831885,-38.021955994831885,0.9785900616950919,0.0,Taxi-v3,11
recent_only,16,-26.358622330638703,-26.358622330638703,0.525015974754246,0.0,Taxi-v3,11
recent_only,64,-17.57187205545507,-17.57187205545507,0.18330901960821577,0.0,Taxi-v3,11
naive_memory,1,-55.37935574212158,-1.2528213690722088,1.653600051867469,0.0,Taxi-v3,11
naive_memory,4,-72.58975022008315,3.863839986350251,2.322893170454863,0.0,Taxi-v3,11
naive_memory,16,-83.3821331049977,7.061379387662205,2.7425969493126514,0.0,Taxi-v3,11
naive_memory,64,-90.35013728528693,9.068103408297613,3.013574889657233,0.0,Taxi-v3,11
repaired_memory,1,-55.37935574212159,-17.867647967885297,1.6536000518674692,0.0,Taxi-v3,11
repaired_memory,4,-38.20520194503158,-16.11845092517175,0.9857162930917467,0.0,Taxi-v3,11
repaired_memory,16,-26.781832110293163,-14.936491046033307,0.5414741328519193,0.0,Taxi-v3,11
repaired_memory,64,-18.370454427555323,-14.080532075638741,0.21436500074544776,0.0,Taxi-v3,11
oracle_memory,1,-55.37935574212159,-55.37935574212159,1.6536000518674692,0.0,Taxi-v3,11
oracle_memory,4,-38.021955994831885,-38.021955994831885,0.9785900616950919,0.0,Taxi-v3,11
oracle_memory,16,-26.358622330638703,-26.358622330638703,0.525015974754246,0.0,Taxi-v3,11
oracle_memory,64,-17.57187205545507,-17.57187205545507,0.18330901960821577,0.0,Taxi-v3,11
recent_only,1,-54.554166003179105,-54.554166003179105,1.6215093397974836,0.0,Taxi-v3,17
recent_only,4,-37.78454011178295,-37.78454011178295,0.9693572217987441,0.0,Taxi-v3,17
recent_only,16,-25.94584985684954,-25.94584985684954,0.5089637118846674,0.0,Taxi-v3,17
recent_only,64,-18.07909456016685,-18.07909456016685,0.20303433923589614,0.0,Taxi-v3,17
naive_memory,1,-54.554166003179105,-1.4863034245955822,1.6215093397974838,0.0,Taxi-v3,17
naive_memory,4,-70.98033047699465,3.2422219538781762,2.2603046248903103,0.0,Taxi-v3,17
naive_memory,16,-80.95773622276153,6.145823670597167,2.6483148483368004,0.0,Taxi-v3,17
naive_memory,64,-85.57279033301208,7.533342090481142,2.827789174846544,0.0,Taxi-v3,17
repaired_memory,1,-54.5541660031791,-17.776118400937015,1.621509339797484,0.0,Taxi-v3,17
repaired_memory,4,-37.98635707508125,-15.934953248318964,0.977205659260345,0.0,Taxi-v3,17
repaired_memory,16,-27.110705528867022,-14.52457499725224,0.5542636546853472,0.0,Taxi-v3,17
repaired_memory,64,-24.41508868048287,-13.505405031190211,0.4494341105815193,0.0,Taxi-v3,17
oracle_memory,1,-54.554166003179105,-54.554166003179105,1.6215093397974836,0.0,Taxi-v3,17
oracle_memory,4,-37.78454011178295,-37.78454011178295,0.9693572217987441,0.0,Taxi-v3,17
oracle_memory,16,-25.94584985684954,-25.94584985684954,0.5089637118846674,0.0,Taxi-v3,17
oracle_memory,64,-18.07909456016685,-18.07909456016685,0.20303433923589614,0.0,Taxi-v3,17
recent_only,1,-51.80260454028825,-51.80260454028825,1.514504171796173,0.0,Taxi-v3,23
recent_only,4,-35.61769139807929,-35.61769139807929,0.8850908829324908,0.0,Taxi-v3,23
recent_only,16,-24.988564203689137,-24.988564203689137,0.471735936483985,0.0,Taxi-v3,23
recent_only,64,-18.50734492940201,-18.50734492940201,0.21968852026170776,0.0,Taxi-v3,23
naive_memory,1,-51.80260454028826,-2.392497488627243,1.514504171796173,0.0,Taxi-v3,23
naive_memory,4,-68.29025417608833,2.4463517699149637,2.1556905465217318,0.0,Taxi-v3,23
naive_memory,16,-80.168650778596,5.913483911036448,2.6176281921748084,0.0,Taxi-v3,23
naive_memory,64,-90.52187353942834,8.83229076514205,3.0202535217627324,0.0,Taxi-v3,23
repaired_memory,1,-51.80260454028825,-17.576819134379708,1.514504171796173,0.0,Taxi-v3,23
repaired_memory,4,-36.03891018661413,-15.813221453129945,0.9014716135977346,0.0,Taxi-v3,23
repaired_memory,16,-25.87504586288297,-14.477576005063188,0.506210223230412,0.0,Taxi-v3,23
repaired_memory,64,-21.035523881329528,-13.373552011970094,0.3180065906144446,0.0,Taxi-v3,23
oracle_memory,1,-51.80260454028825,-51.80260454028825,1.514504171796173,0.0,Taxi-v3,23
oracle_memory,4,-35.61769139807929,-35.61769139807929,0.8850908829324908,0.0,Taxi-v3,23
oracle_memory,16,-24.988564203689137,-24.988564203689137,0.471735936483985,0.0,Taxi-v3,23
oracle_memory,64,-18.50734492940201,-18.50734492940201,0.21968852026170776,0.0,Taxi-v3,23
recent_only,1,-53.81931454687529,-53.81931454687529,1.5929317831634466,0.0,Taxi-v3,29
recent_only,4,-36.11022159929243,-36.11022159929243,0.904244835201891,0.0,Taxi-v3,29
recent_only,16,-24.847790482700226,-24.847790482700226,0.4662614028899718,0.0,Taxi-v3,29
recent_only,64,-19.925439929394205,-19.925439929394205,0.2748366591502933,0.0,Taxi-v3,29
naive_memory,1,-53.81931454687529,-1.8026108035390043,1.5929317831634462,0.0,Taxi-v3,29
naive_memory,4,-71.31403342007738,3.3256181263347884,2.27328196156575,0.0,Taxi-v3,29
naive_memory,16,-81.6081412768871,6.376812027335182,2.6736083782194613,0.0,Taxi-v3,29
naive_memory,64,-86.78670075453026,7.935324853482996,2.8749968023500294,0.0,Taxi-v3,29
