strategy,n,proxy_score,predicted_final,predicted_final_error,true_return,true_final,true_final_error,true_success,proxy_true_gap,hallucinated_rollout,mean_selected_action,retrieval_stale_rate,retrieval_precision,memory_gate,retrieval_disagreement,dropout_variance,diagnostic_risk,trial,seed,stale_fraction,regime
repaired_memory_bon,4,-2.271875870458537,4.850643656460181,1.1493563435398189,-0.18,6.0,0.0,1.0,-2.0918758704585367,0.0,-0.75,0.3409090909090909,0.6590909090909091,0.33271169386956345,0.5743055555555555,0.015583936119090147,1.0472439187985754,1,1926791857,0.85,reverse
repaired_memory_bon,16,-2.3196840851719194,4.394583846266297,1.605416153733703,-1.15,5.0,1.0,1.0,-1.1696840851719195,0.0,-0.625,0.24999999999999997,0.75,0.5201605265840035,0.275,0.010229597733191759,0.6269643682646847,1,1926911533,0.85,reverse
repaired_memory_bon,64,-1.4204148032714046,5.583379641066847,0.4166203589331534,-1.21,7.0,1.0,1.0,-0.2104148032714046,0.0,-0.875,0.38636363636363635,0.6136363636363636,0.4032037112777929,0.35,0.014152156477061768,0.8819938270425012,1,1927390237,0.85,reverse
base_bon,1,-0.26000629304086487,5.979993706959135,0.020006293040864875,-0.24,6.0,0.0,1.0,-0.020006293040864875,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1665782307,0.85,reverse
base_bon,4,-1.2266719108673874,4.983328089132613,1.0166719108673874,-1.21,5.0,1.0,1.0,-0.016671910867387396,0.0,-0.625,0.0,,0.0,0.0,0.0,0.0,2,1665812226,0.85,reverse
base_bon,16,-0.26000629304086487,5.979993706959135,0.020006293040864875,-0.24,6.0,0.0,1.0,-0.020006293040864875,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1665931902,0.85,reverse
base_bon,64,-0.20000629304086487,5.979993706959135,0.020006293040864875,-0.18,6.0,0.0,1.0,-0.020006293040864875,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,2,1666410606,0.85,reverse
memory_bon,1,-8.069557570584735,-1.8295575705847351,7.829557570584735,-0.24,6.0,0.0,1.0,-7.8295575705847344,0.0,-0.75,0.8055555555555556,0.19444444444444442,0.86,0.3888888888888889,0.012811407494580053,1.348181334379405,2,1665782307,0.85,reverse
memory_bon,4,-3.8561658066688027,2.3238341933311975,3.6761658066688025,-12.18,-6.0,12.0,0.0,8.323834193331198,0.0,0.75,0.8194444444444444,0.18055555555555552,0.86,0.2777777777777778,0.013760857547764288,1.2623525127953938,2,1665812226,0.85,reverse
memory_bon,16,-2.983390415742889,3.2566095842571112,2.7433904157428888,-14.24,-8.0,14.0,0.0,11.256609584257111,0.0,1.0,0.8333333333333333,0.16666666666666666,0.86,0.3368055555555556,0.01698121298665842,1.37391344472879,2,1665931902,0.85,reverse
memory_bon,64,-2.983390415742889,3.2566095842571112,2.7433904157428888,-14.24,-8.0,14.0,0.0,11.256609584257111,0.0,1.0,0.8333333333333333,0.16666666666666666,0.86,0.3368055555555556,0.01698121298665842,1.37391344472879,2,1666410606,0.85,reverse
oracle_memory_bon,1,-2.447942848871958,3.792057151128042,2.207942848871958,-0.24,6.0,0.0,1.0,-2.2079428488719577,0.0,-0.75,0.0,1.0,0.86,0.0,0.008798163186868775,0.10557795824242529,2,1665782307,0.85,reverse
oracle_memory_bon,4,-2.6230954998729166,3.5869045001270834,2.4130954998729166,-1.21,5.0,1.0,1.0,-1.4130954998729166,0.0,-0.625,0.0,1.0,0.86,0.0,0.009243270966805337,0.11091925160166403,2,1665812226,0.85,reverse
oracle_memory_bon,16,-2.1490295952929133,4.090970404707087,1.909029595292913,-2.24,8.0,2.0,0.0,0.09097040470708695,0.0,-1.0,0.0,1.0,0.86,0.0,0.011941046147832896,0.14329255377399475,2,1665931902,0.85,reverse
oracle_memory_bon,64,-2.325078714887857,3.884921285112143,2.115078714887857,-1.21,7.0,1.0,1.0,-1.115078714887857,0.0,-0.875,0.0,1.0,0.86,0.0,0.011530996544939545,0.13837195853927453,2,1666410606,0.85,reverse
repaired_memory_bon,1,-3.307482757320712,3.7437103470159157,2.2562896529840843,-0.24,6.0,0.0,1.0,-3.067482757320712,0.0,-0.75,0.4772727272727273,0.5227272727272727,0.3933312869328743,0.3940476190476191,0.006365176287281286,0.9013256714851415,2,1665782307,0.85,reverse
repaired_memory_bon,4,-3.6003139651432776,3.1200484038340193,2.8799515961659807,-1.21,5.0,1.0,1.0,-2.3903139651432777,0.0,-0.625,0.26136363636363635,0.7386363636363636,0.5367272707874885,0.24861111111111112,0.0067418727182558804,0.5670692988636633,2,1665812226,0.85,reverse
repaired_memory_bon,16,-2.6018253281022687,4.465428997319099,1.5345710026809014,-2.24,8.0,2.0,0.0,-0.36182532810226853,0.0,-1.0,0.5568181818181819,0.44318181818181823,0.38567543821581496,0.30515873015873013,0.0073548835883789606,0.9191714726904081,2,1665931902,0.85,reverse
repaired_memory_bon,64,-3.0155824180620745,3.938018532747416,2.061981467252584,-1.21,7.0,1.0,1.0,-1.8055824180620745,0.0,-0.875,0.47727272727272724,0.5227272727272727,0.4255502134474761,0.29126984126984123,0.007240799023222819,0.8262232786772117,2,1666410606,0.85,reverse
base_bon,1,-1.2042892205681284,6.994289220568128,0.9942892205681284,-1.21,7.0,1.0,1.0,0.005710779431871593,0.0,-0.875,0.0,,0.0,0.0,0.0,0.0,3,483638730,0.85,reverse
base_bon,4,-2.183263302532498,3.9967366974675023,2.0032633025324977,-2.18,4.0,2.0,0.0,-0.003263302532497736,0.0,-0.5,0.0,,0.0,0.0,0.0,0.0,3,483668649,0.85,reverse
base_bon,16,-0.24489495379874682,5.995105046201253,0.004894953798746826,-0.24,6.0,0.0,1.0,-0.004894953798746826,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,3,483788325,0.85,reverse
base_bon,64,-0.18489495379874682,5.995105046201253,0.004894953798746826,-0.18,6.0,0.0,1.0,-0.004894953798746826,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,3,484267029,0.85,reverse
memory_bon,1,-9.191282896824585,-2.981282896824584,8.981282896824585,-1.21,7.0,1.0,1.0,-7.9812828968245855,0.0,-0.875,0.8333333333333333,0.16666666666666666,0.86,0.3625,0.03645036402790001,1.5200777891843948,3,483638730,0.85,reverse
memory_bon,4,-4.304343403779358,1.935656596220642,4.0643434037793575,-10.24,-4.0,10.0,0.0,5.9356565962206425,0.0,0.5,0.8472222222222221,0.1527777777777778,0.86,0.3055555555555556,0.007480254945382308,1.2425408371223656,3,483668649,0.85,reverse
memory_bon,16,-3.214833173612363,3.0251668263876366,2.9748331736123634,-12.24,-6.0,12.0,0.0,9.025166826387636,0.0,0.75,0.8472222222222221,0.1527777777777778,0.86,0.3055555555555556,0.00876851558238151,1.257999964766356,3,483788325,0.85,reverse
memory_bon,64,-3.214833173612363,3.0251668263876366,2.9748331736123634,-12.24,-6.0,12.0,0.0,9.025166826387636,0.0,0.75,0.8472222222222221,0.1527777777777778,0.86,0.3055555555555556,0.00876851558238151,1.257999964766356,3,484267029,0.85,reverse
oracle_memory_bon,1,-2.653507435694989,3.556492564305011,2.443507435694989,-1.21,7.0,1.0,1.0,-1.4435074356949888,0.0,-0.875,0.0,1.0,0.86,0.0,0.011653514836322695,0.13984217803587234,3,483638730,0.85,reverse
oracle_memory_bon,4,-3.7253044437467375,2.4546955562532626,3.5453044437467374,-2.18,4.0,2.0,0.0,-1.5453044437467374,0.0,-0.5,0.0,1.0,0.86,0.0,0.0071979657427028755,0.0863755889124345,3,483668649,0.85,reverse
oracle_memory_bon,16,-2.628622894172808,3.581377105827192,2.418622894172808,-1.21,7.0,1.0,1.0,-1.4186228941728078,0.0,-0.875,0.0,1.0,0.86,0.0,0.011439715972355113,0.13727659166826137,3,483788325,0.85,reverse
oracle_memory_bon,64,-2.3650138337697975,3.8749861662302023,2.1250138337697977,-2.24,8.0,2.0,0.0,-0.12501383376979724,0.0,-1.0,0.0,1.0,0.86,0.0,0.011567681777517186,0.13881218133020623,3,484267029,0.85,reverse
repaired_memory_bon,1,-4.15873534818169,3.1045962866986403,2.8954037133013597,-1.21,7.0,1.0,1.0,-2.94873534818169,0.0,-0.875,0.5340909090909092,0.46590909090909094,0.2779119207070426,0.7177489177489178,0.0018707852873483988,1.1703684832003667,3,483638730,0.85,reverse
repaired_memory_bon,4,-4.8528332339030555,2.278677728769409,3.721322271230591,-2.18,4.0,2.0,0.0,-2.6728332339030554,0.0,-0.5,0.36363636363636365,0.6363636363636364,0.33893690628663853,0.5761363636363637,0.014563009303009447,1.057234402969405,3,483668649,0.85,reverse
repaired_memory_bon,16,-3.8310556046032325,3.2529580012645516,2.7470419987354484,-0.24,6.0,0.0,1.0,-3.5910556046032323,0.0,-0.75,0.43181818181818177,0.5681818181818181,0.37768684786968987,0.5045454545454546,0.005507934087630725,0.9377928954086485,3,483788325,0.85,reverse
repaired_memory_bon,64,-3.7634545125614167,3.493091802920776,2.506908197079224,-2.24,8.0,2.0,0.0,-1.5234545125614165,0.0,-1.0,0.5681818181818181,0.4318181818181818,0.2954462562868217,0.6356060606060606,0.001503495456739645,1.129495906091325,3,484267029,0.85,reverse
base_bon,1,-7.2035891476817175,-0.9935891476817171,6.993589147681718,-7.21,-1.0,7.0,0.0,0.006410852318282423,0.0,0.125,0.0,,0.0,0.0,0.0,0.0,4,644612161,0.85,reverse
base_bon,4,-0.2784651139096963,5.961534886090304,0.038465113909696313,-0.24,6.0,0.0,1.0,-0.038465113909696313,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,644642080,0.85,reverse
base_bon,16,-0.2784651139096963,5.961534886090304,0.038465113909696313,-0.24,6.0,0.0,1.0,-0.038465113909696313,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,644761756,0.85,reverse
base_bon,64,-0.2184651139096963,5.961534886090304,0.038465113909696313,-0.18,6.0,0.0,1.0,-0.038465113909696313,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,4,645240460,0.85,reverse
memory_bon,1,-5.29397250846866,0.9160274915313397,5.08397250846866,-7.21,-1.0,7.0,0.0,1.9160274915313398,0.0,0.125,0.9027777777777777,0.09722222222222222,0.86,0.1388888888888889,0.011840650046536191,1.183754467225101,4,644612161,0.85,reverse
memory_bon,4,-2.0349668190436923,4.175033180956308,1.8249668190436923,-13.21,-7.0,13.0,0.0,11.175033180956309,0.0,0.875,0.875,0.125,0.86,0.2534722222222222,0.009045673337641155,1.2370203022739164,4,644642080,0.85,reverse
memory_bon,16,-2.2915857055211637,3.9184142944788363,2.0815857055211637,-13.21,-7.0,13.0,0.0,10.918414294478836,0.0,0.875,0.875,0.125,0.86,0.2534722222222222,0.010283559931952424,1.2518749414056514,4,644761756,0.85,reverse
memory_bon,64,-1.8912290651578578,4.318770934842142,1.6812290651578579,-13.21,-7.0,13.0,0.0,11.318770934842142,0.0,0.875,0.861111111111111,0.1388888888888889,0.86,0.3368055555555555,0.008750682494752512,1.3029248566036968,4,645240460,0.85,reverse
oracle_memory_bon,1,-6.873788910154112,-0.6637889101541126,6.663788910154112,-7.21,-1.0,7.0,0.0,0.33621108984588766,0.0,0.125,0.0,1.0,0.86,0.0,0.012211312670291435,0.14653575204349722,4,644612161,0.85,reverse
oracle_memory_bon,4,-0.2689689509672035,6.0289689509672035,0.028968950967203533,-0.24,6.0,0.0,1.0,-0.028968950967203533,0.0,-0.75,0.0,1.0,0.86,0.0,0.005438974976564957,0.06526769971877948,4,644642080,0.85,reverse
oracle_memory_bon,16,-0.2689689509672035,6.0289689509672035,0.028968950967203533,-0.24,6.0,0.0,1.0,-0.028968950967203533,0.0,-0.75,0.0,1.0,0.86,0.0,0.005438974976564957,0.06526769971877948,4,644761756,0.85,reverse
oracle_memory_bon,64,-0.1939415650859025,5.9860584349140975,0.013941565085902496,-0.18,6.0,0.0,1.0,-0.013941565085902496,0.0,-0.75,0.0,1.0,0.86,0.0,0.0057921034270588395,0.06950524112470607,4,645240460,0.85,reverse
repaired_memory_bon,1,-7.031520330440629,0.03177277469763584,5.968227225302364,-7.21,-1.0,7.0,0.0,0.1784796695593709,0.0,0.125,0.22727272727272727,0.7727272727272727,0.44971361988409375,0.2363636363636364,0.04199320351094078,0.9481034501536277,4,644612161,0.85,reverse
repaired_memory_bon,4,-2.9849097827896798,4.06033841632115,1.9396615836788502,-0.24,6.0,0.0,1.0,-2.74490978278968,0.0,-0.75,0.6022727272727273,0.3977272727272727,0.3961650250905048,0.2954545454545454,0.002950795023225986,0.8947202212342547,4,644642080,0.85,reverse
repaired_memory_bon,16,-2.8420453218573423,4.106322090500428,1.893677909499572,-1.21,7.0,1.0,1.0,-1.6320453218573423,0.0,-0.875,0.4659090909090909,0.5340909090909091,0.4280448667761294,0.2954545454545454,0.007383055814830265,0.8204082359530783,4,644761756,0.85,reverse
repaired_memory_bon,64,-2.2545090853586016,4.779332348772473,1.2206676512275267,-2.24,8.0,2.0,0.0,-0.014509085358601403,0.0,-1.0,0.625,0.375,0.40160224973085423,0.25,0.0031818598516726295,0.8820460379234167,4,645240460,0.85,reverse
base_bon,1,-5.148818814887964,1.0011811851120362,4.998818814887963,-5.15,1.0,5.0,0.0,0.0011811851120366867,0.0,-0.125,0.0,,0.0,0.0,0.0,0.0,5,1875951711,0.85,reverse
base_bon,4,-1.2040940744398183,5.005905925560182,0.9940940744398183,-1.21,5.0,1.0,1.0,0.005905925560181657,0.0,-0.625,0.0,,0.0,0.0,0.0,0.0,5,1875981630,0.85,reverse
base_bon,16,-0.24708711067221834,6.007087110672218,0.007087110672218344,-0.24,6.0,0.0,1.0,-0.007087110672218344,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,5,1876101306,0.85,reverse
base_bon,64,-0.18708711067221834,6.007087110672218,0.007087110672218344,-0.18,6.0,0.0,1.0,-0.007087110672218344,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,5,1876580010,0.85,reverse
memory_bon,1,-7.172398989681626,-1.0223989896816255,7.0223989896816255,-5.15,1.0,5.0,0.0,-2.0223989896816255,0.0,-0.125,0.8055555555555556,0.19444444444444442,0.86,0.2222222222222222,0.00737362088603485,1.116261228410196,5,1875951711,0.85,reverse
memory_bon,4,-3.166191946675084,3.013808053324916,2.986191946675084,-10.18,-4.0,10.0,0.0,7.013808053324915,0.0,0.5,0.875,0.125,0.86,0.16666666666666666,0.004537157192464193,1.096112552976237,5,1875981630,0.85,reverse
memory_bon,16,-2.0749787411123526,4.135021258887647,1.8649787411123526,-13.21,-7.0,13.0,0.0,11.135021258887647,0.0,0.875,0.861111111111111,0.1388888888888889,0.86,0.1746031746031746,0.004002888820499956,1.0837489515602852,5,1876101306,0.85,reverse
memory_bon,64,-1.5238530710169538,4.716146928983046,1.2838530710169538,-12.24,-6.0,12.0,0.0,10.716146928983047,1.0,0.75,0.8472222222222221,0.15277777777777776,0.86,0.2579365079365079,0.007865159204074938,1.1995406406076294,5,1876580010,0.85,reverse
oracle_memory_bon,1,-5.249495085122247,0.9005049148777537,5.099495085122246,-5.15,1.0,5.0,0.0,-0.09949508512224625,0.0,-0.125,0.0,1.0,0.86,0.0,0.0032521893398965423,0.0390262720787585,5,1875951711,0.85,reverse
oracle_memory_bon,4,-0.5452794011578623,5.664720598842138,0.33527940115786237,-1.21,7.0,1.0,1.0,0.6647205988421376,0.0,-0.875,0.0,1.0,0.86,0.0,0.005748794762198573,0.06898553714638288,5,1875981630,0.85,reverse
oracle_memory_bon,16,-0.5303240235102187,6.290324023510219,0.2903240235102187,-2.24,8.0,2.0,0.0,1.7096759764897815,0.0,-1.0,0.0,1.0,0.86,0.0,0.005262756648170072,0.06315307977804085,5,1876101306,0.85,reverse
oracle_memory_bon,64,-0.2898343160066794,5.9201656839933205,0.07983431600667945,-1.21,7.0,1.0,1.0,0.9201656839933205,0.0,-0.875,0.0,1.0,0.86,0.0,0.005383097771844134,0.0645971732621296,5,1876580010,0.85,reverse
repaired_memory_bon,1,-6.0255548824178,1.0476499590162165,4.9523500409837835,-5.15,1.0,5.0,0.0,-0.8755548824177994,0.0,-0.125,0.3181818181818181,0.6818181818181819,0.37220933808311896,0.4784722222222222,0.027430542168184337,1.0257831571489069,5,1875951711,0.85,reverse
repaired_memory_bon,4,-2.459990716507996,5.016637990005547,0.9833620099944529,-1.21,7.0,1.0,1.0,-1.249990716507996,0.0,-0.875,0.3977272727272727,0.6022727272727273,0.2592658102133712,0.5985119047619047,0.04171646271149869,1.4073652294594923,5,1875981630,0.85,reverse
repaired_memory_bon,16,-1.7550398045660884,5.873799878999233,0.1262001210007666,-2.24,8.0,2.0,0.0,0.4849601954339118,0.0,-1.0,0.4659090909090909,0.5340909090909091,0.20204163335215872,0.6699404761904761,0.04220888204048957,1.5431552039614687,5,1876101306,0.85,reverse
repaired_memory_bon,64,-1.7550398045660884,5.873799878999233,0.1262001210007666,-2.24,8.0,2.0,0.0,0.4849601954339118,0.0,-1.0,0.4659090909090909,0.5340909090909091,0.20204163335215872,0.6699404761904761,0.04220888204048957,1.5431552039614687,5,1876580010,0.85,reverse
base_bon,1,-2.171886569298256,4.008113430701744,1.9918865692982557,-2.18,4.0,2.0,0.0,0.008113430701744306,0.0,-0.5,0.0,,0.0,0.0,0.0,0.0,6,11317127,0.85,reverse
base_bon,4,-4.175943284649128,2.004056715350872,3.995943284649128,-4.18,2.0,4.0,0.0,0.004056715350872153,0.0,-0.25,0.0,,0.0,0.0,0.0,0.0,6,11347046,0.85,reverse
base_bon,16,-0.19217014605261645,6.0121701460526165,0.01217014605261646,-0.18,6.0,0.0,1.0,-0.01217014605261646,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,6,11466722,0.85,reverse
base_bon,64,-0.19217014605261645,6.0121701460526165,0.01217014605261646,-0.18,6.0,0.0,1.0,-0.01217014605261646,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0,6,11945426,0.85,reverse
memory_bon,1,-8.118363019157211,-1.9383630191572117,7.938363019157212,-2.18,4.0,2.0,0.0,-5.938363019157212,0.0,-0.5,0.875,0.12499999999999999,0.86,0.1388888888888889,0.005012333176144919,1.074036887002628,6,11317127,0.85,reverse
memory_bon,4,-1.8267835347299417,4.413216465270058,1.5867835347299417,-14.24,-8.0,14.0,0.0,12.41321646527006,0.0,1.0,0.8888888888888888,0.1111111111111111,0.86,0.11111111111111112,0.008123591384176568,1.0974830966101188,6,11347046,0.85,reverse
memory_bon,16,-1.8267835347299417,4.413216465270058,1.5867835347299417,-14.24,-8.0,14.0,0.0,12.41321646527006,0.0,1.0,0.8888888888888888,0.1111111111111111,0.86,0.11111111111111112,0.008123591384176568,1.0974830966101188,6,11466722,0.85,reverse
memory_bon,64,-1.8265756411839715,4.4134243588160285,1.5865756411839715,-12.24,-6.0,12.0,0.0,10.413424358816028,0.0,0.75,0.8194444444444444,0.18055555555555555,0.86,0.25,0.013589965926677383,1.232524035564573,6,11945426,0.85,reverse
oracle_memory_bon,1,-2.5977025429708758,3.5822974570291244,2.4177025429708756,-2.18,4.0,2.0,0.0,-0.4177025429708756,0.0,-0.5,0.0,1.0,0.86,0.0,0.004401667539485406,0.05282001047382487,6,11317127,0.85,reverse
oracle_memory_bon,4,-4.239801409979112,1.9401985900208878,4.059801409979112,-4.18,2.0,4.0,0.0,-0.05980140997911221,0.0,-0.25,0.0,1.0,0.86,0.0,0.002762718308231483,0.033152619698777794,6,11347046,0.85,reverse
oracle_memory_bon,16,-1.6317835477951688,4.578216452204831,1.4217835477951688,-1.21,7.0,1.0,1.0,-0.4217835477951688,0.0,-0.875,0.0,1.0,0.86,0.0,0.005390723875306078,0.06468868650367293,6,11466722,0.85,reverse
oracle_memory_bon,64,-1.366115987329758,4.873884012670242,1.126115987329758,-2.24,8.0,2.0,0.0,0.8738840126702423,0.0,-1.0,0.0,1.0,0.86,0.0,0.006210009774268789,0.07452011729122546,6,11945426,0.85,reverse
repaired_memory_bon,1,-3.608854483262118,3.22239025932992,2.77760974067008,-2.18,4.0,2.0,0.0,-1.4288544832621177,0.0,-0.5,0.3977272727272727,0.6022727272727273,0.469573339364462,0.3236111111111111,0.003629182312499382,0.7236052695467086,6,11317127,0.85,reverse
