stale_fraction,strategy,n,proxy_score,predicted_final_error,true_return,true_final_error,true_success,proxy_true_gap,hallucinated_rollout,mean_selected_action,retrieval_stale_rate,retrieval_precision,memory_gate,retrieval_disagreement,dropout_variance,diagnostic_risk
0.85,base_bon,1,-5.308209586053381,5.114876252720047,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.0037651416089362253,0.0,-0.125,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,4,-1.5340970433256997,1.347430376659033,-1.52,1.3333333333333333,0.7222222222222222,-0.01409704332569977,0.0,-0.6111111111111112,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,16,-0.3344420441757101,0.13110871084237685,-0.31444444444444447,0.1111111111111111,1.0,-0.01999759973126573,0.0,-0.7361111111111112,0.0,,0.0,0.0,0.0,0.0
0.85,base_bon,64,-0.2083393475756149,0.021672680908948225,-0.18666666666666665,0.0,1.0,-0.021672680908948225,0.0,-0.75,0.0,,0.0,0.0,0.0,0.0
0.85,memory_bon,1,-6.7062112861814835,6.512877952848151,-5.304444444444445,5.111111111111111,0.2777777777777778,-1.4017668417370395,0.0,-0.125,0.8557098765432098,0.14429012345679013,0.86,0.23510802469135803,0.01203514761369669,1.222116352713038
0.85,memory_bon,4,-3.6484844595274293,3.435151126194096,-11.324444444444445,11.11111111111111,0.0,7.675959984917016,0.0,0.6388888888888888,0.8533950617283951,0.14660493827160492,0.86,0.2516534391534392,0.015604728350188375,1.2758191449183849
0.85,memory_bon,16,-2.6774590476706646,2.4591257143373317,-12.940555555555555,12.722222222222221,0.0,10.26309650788489,0.1111111111111111,0.8402777777777778,0.8680555555555556,0.13194444444444445,0.86,0.23795745149911818,0.010456946790224499,1.2314963685373677
0.85,memory_bon,64,-2.4032431836307366,2.1715765169640697,-13.287222222222223,13.055555555555555,0.0,10.883979038591486,0.2777777777777778,0.8819444444444444,0.8634259259259259,0.13657407407407407,0.86,0.26336529982363316,0.012423532125597544,1.271904362136291
0.85,oracle_memory_bon,1,-5.519099799331276,5.325766465997941,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.21465535488683032,0.0,-0.125,0.0,1.0,0.86,0.0,0.0058345197174200164,0.0700142366090402
0.85,oracle_memory_bon,4,-2.359001327725547,2.169001327725547,-1.6344444444444446,1.4444444444444444,0.6666666666666666,-0.7245568832811025,0.0,-0.6388888888888888,0.0,1.0,0.86,0.0,0.006146408177453433,0.0737568981294412
0.85,oracle_memory_bon,16,-1.5418249252576557,1.3318249252576555,-1.098888888888889,0.8888888888888888,0.8333333333333334,-0.4429360363687667,0.0,-0.8194444444444444,0.0,1.0,0.86,0.0,0.0071174343721286375,0.08540921246554364
0.85,oracle_memory_bon,64,-1.2996184554179064,1.0796184554179067,-1.5533333333333335,1.3333333333333333,0.5,0.2537148779154269,0.0,-0.9166666666666666,0.0,1.0,0.86,0.0,0.007111075182047574,0.08533290218457087
0.85,repaired_memory_bon,1,-6.20136514251006,5.271166492498384,-5.304444444444445,5.111111111111111,0.2777777777777778,-0.8969206980656147,0.0,-0.125,0.3099747474747475,0.6900252525252525,0.45040267110700216,0.3509053831970499,0.017381420386354453,0.8187392407537131
0.85,repaired_memory_bon,4,-3.415031504928507,2.441446934639676,-1.6916666666666667,1.5,0.6111111111111112,-1.72336483826184,0.0,-0.6319444444444444,0.37563131313131315,0.6243686868686869,0.4250442168903916,0.350289101330768,0.015295883653218033,0.8687976706912938
0.85,repaired_memory_bon,16,-2.4452865849094354,1.3733892576880358,-1.3816666666666668,1.1666666666666667,0.7222222222222222,-1.0636199182427686,0.0,-0.8541666666666666,0.4640151515151515,0.5359848484848485,0.379588658899495,0.38916446208112876,0.011565814236469728,0.9521081413571104
0.85,repaired_memory_bon,64,-2.071334214563365,0.9185584830415805,-1.953888888888889,1.7222222222222223,0.2777777777777778,-0.11744532567447605,0.0,-0.9513888888888888,0.5227272727272727,0.4772727272727273,0.351717853826555,0.3861106100689434,0.012842263510885578,1.0234545165056865
